Header,Cluster
"NR_044852.1 Enterococcus canis strain LMG 12316 16S ribosomal RNA, partial sequence",0
"NR_026518.1 Hydrogenobacter hydrogenophilus strain Z-829 16S ribosomal RNA, partial sequence",0
"NR_044640.1 Desulfacinum infernum strain BalphaG1 16S ribosomal RNA, partial sequence",0
"NR_119310.1 Hydrogenobacter thermophilus TK-6 16S ribosomal RNA, partial sequence",0
"NR_119091.1 Clostridium acetobutylicum ATCC 824 16S ribosomal RNA, partial sequence",0
"NR_115543.1 Blastochloris viridis strain ATCC 19567 16S ribosomal RNA, partial sequence",0
"NR_115542.1 Rhodopseudomonas palustris strain ATCC 17001 16S ribosomal RNA, partial sequence",0
"NR_025846.1 Rhodovulum sulfidophilum strain W4 16S ribosomal RNA, partial sequence",0
"NR_029125.1 Rhodoplanes elegans strain AS130 16S ribosomal RNA, partial sequence",0
"NR_043404.1 Rhodovulum adriaticum strain DSM 2781 16S ribosomal RNA, partial sequence",0
"NR_115558.1 Corynebacterium cystitidis strain ATCC 29593 16S ribosomal RNA, partial sequence",0
"NR_115559.1 Corynebacterium pilosum strain ATCC 29592 16S ribosomal RNA, partial sequence",0
"NR_118776.1 Rickettsia parkeri strain Maculatum-20 16S ribosomal RNA, partial sequence",0
"NR_118777.1 Rickettsia sibirica strain 246 16S ribosomal RNA, partial sequence",0
"NR_036948.1 Rickettsia typhi str. Wilmington 16S ribosomal RNA, partial sequence",0
"NR_025917.1 Acetivibrio cellulolyticus strain CD2 16S ribosomal RNA, partial sequence",0
"NR_025918.1 Pseudobacteroides cellulosolvens ATCC 35603 = DSM 2933 16S ribosomal RNA, partial sequence",0
"NR_036993.1 [Eubacterium] brachy strain BR-179 16S ribosomal RNA, partial sequence",0
"NR_119311.1 Eubacterium nodatum ATCC 33099 16S ribosomal RNA, partial sequence",0
"NR_036995.1 Mogibacterium timidum strain 93-3 16S ribosomal RNA, partial sequence",0
"NR_044853.1 Vibrio cholerae strain CECT 514 16S ribosomal RNA, partial sequence",0
"NR_036790.1 Vibrio fluvialis strain VL 5125 16S ribosomal RNA, partial sequence",0
"NR_037067.1 Vibrio furnissii strain 9119-82 16S ribosomal RNA, partial sequence",0
"NR_036888.1 Vibrio vulnificus strain 324 16S ribosomal RNA, partial sequence",0
"NR_115486.1 Bradyrhizobium diazoefficiens strain USDA 110 16S ribosomal RNA, partial sequence",0
"NR_036891.1 Holophaga foetida strain TMBS4 16S ribosomal RNA, partial sequence",0
"NR_119016.1 Erythrobacter litoralis strain T4 16S ribosomal RNA, partial sequence",-1
"NR_026113.1 Thermoclostridium stercorarium subsp. thermolacticum strain TX41 16S ribosomal RNA, partial sequence",0
"NR_026154.1 Pelobacter acidigallici strain MaGal12T 16S ribosomal RNA, partial sequence",0
"NR_044620.1 Thermoanaerobacter acetoethylicus strain HTB2 16S ribosomal RNA, partial sequence >NR_119001.1 Thermoanaerobacter acetoethylicus strain ATCC 33265 16S ribosomal RNA, partial sequence",0
"NR_119015.1 Erythrobacter ramosus strain E5 16S ribosomal RNA, partial sequence",-1
"NR_119014.1 Actinoplanes philippinensis strain DSM 43019 16S ribosomal RNA, partial sequence",0
"NR_119013.1 Dactylosporangium aurantiacum strain DSM 43157 16S ribosomal RNA, partial sequence",0
"NR_119069.1 Limosilactobacillus reuteri subsp. reuteri strain DSM 20016 16S ribosomal RNA, partial sequence",-1
"NR_029236.1 Coprothermobacter proteolyticus strain BT 16S ribosomal RNA, partial sequence",0
"NR_036789.1 Fructilactobacillus fructivorans strain KCTC 3543 16S ribosomal RNA, partial sequence",-1
"NR_026114.1 Roseococcus thiosulfatophilus strain RB-3 16S ribosomal RNA, partial sequence",0
"NR_041934.1 Rickettsia conorii strain Malish 7 16S ribosomal RNA, partial sequence",0
"NR_025919.1 Rickettsia massiliae strain Mtu1 16S ribosomal RNA, partial sequence",0
"NR_026121.1 Acetobacter aceti strain NCIB 8621, DSM 3508 16S ribosomal RNA, partial sequence",0
"NR_029179.1 Geobacter sulfurreducens 16S ribosomal RNA, partial sequence",0
"NR_025920.1 Rickettsia montanensis strain ATCC VR-611 16S ribosomal RNA, partial sequence",0
"NR_025921.1 Rickettsia rhipicephali strain 3-7-6 16S ribosomal RNA, partial sequence",0
"NR_028018.1 Rickettsia rickettsii strain R 16S ribosomal RNA, partial sequence",0
"NR_118678.1 Rickettsia sibirica strain 246 16S ribosomal RNA, partial sequence",0
"NR_118679.1 Rickettsia typhi str. Wilmington 16S ribosomal RNA, partial sequence",0
"NR_037018.1 Acidaminococcus fermentans strain VR4 16S ribosomal RNA gene, partial sequence",0
"NR_026147.1 Sarcina maxima strain DSM 316 16S ribosomal RNA, partial sequence",0
"NR_026146.1 Sarcina ventriculi strain DSM 286 16S ribosomal RNA, partial sequence",0
"NR_118779.1 [Eubacterium] brachy strain ATCC 33089 16S ribosomal RNA, partial sequence",0
"NR_118781.1 Eubacterium nodatum ATCC 33099 16S ribosomal RNA, partial sequence",0
"NR_118782.1 Mogibacterium timidum strain ATCC 33093 16S ribosomal RNA, partial sequence",0
"NR_037071.1 Mycolicibacterium gilvum strain SM 35 16S ribosomal RNA, partial sequence",0
"NR_118880.1 Mycobacterium scrofulaceum strain ATCC 19981 16S ribosomal RNA, partial sequence",0
"NR_025963.1 Mycoplasmopsis felifaucium strain PU 16S ribosomal RNA, partial sequence",0
"NR_029180.1 Metamycoplasma gateae strain ATCC 23392 16S ribosomal RNA, partial sequence",0
"NR_044763.1 Brachyspira innocens strain B256 16S ribosomal RNA, partial sequence",0
"NR_115562.1 Corynebacterium pseudotuberculosis strain ATCC 19410 16S ribosomal RNA, partial sequence",0
"NR_027594.1 Gordonia bronchialis DSM 43247 16S ribosomal RNA, partial sequence",0
"NR_037022.1 Gordonia terrae strain 3612 16S ribosomal RNA, partial sequence",0
"NR_037021.1 Rhodococcoides fascians strain CF17 16S ribosomal RNA, partial sequence",0
"NR_026081.1 Mycobacterium simiae strain 3015 16S ribosomal RNA, partial sequence",0
"NR_025964.1 Mycoplasma simbae strain LX 16S ribosomal RNA, partial sequence",0
"NR_029181.1 Mycoplasma feliminutum strain Ben 16S ribosomal RNA, partial sequence",0
"NR_025965.1 Mycoplasma leonicaptivi strain 3L2 16S ribosomal RNA, partial sequence",0
"NR_025966.1 Mycoplasma leopharyngis strain LL2 16S ribosomal RNA, partial sequence",0
"NR_118784.1 Clostridium acetobutylicum ATCC 824 16S ribosomal RNA, partial sequence",0
"NR_119068.1 Lacrimispora aerotolerans strain DSM 5434 16S ribosomal RNA, partial sequence",0
"NR_026151.1 [Clostridium] colinum strain DSM 6011 16S ribosomal RNA, partial sequence",0
"NR_026167.1 Clostridium celatum strain DSM 1785 16S ribosomal RNA, partial sequence",-1
"NR_037017.1 Paenibacillus durus strain 6563-1 16S ribosomal RNA, partial sequence",0
"NR_119090.1 Clostridium felsineum strain DSM 794 16S ribosomal RNA, partial sequence",0
"NR_119074.1 Terrisporobacter glycolicus ATCC 14880 = DSM 1288 16S ribosomal RNA, partial sequence",0
"NR_026148.1 Clostridium homopropionicum strain DSM 5847 16S ribosomal RNA, partial sequence",0
"NR_029263.1 Clostridium intestinale strain Catt39 16S ribosomal RNA, partial sequence",0
"NR_119084.1 Clostridium magnum DSM 2767 16S ribosomal RNA, partial sequence",0
"NR_026150.1 Anaerotignum neopropionicum strain DSM 3847 16S ribosomal RNA, partial sequence",0
"NR_026149.1 Clostridium quinii strain DSM 6736 16S ribosomal RNA, partial sequence",0
"NR_119088.1 Neomoorella thermoacetica strain DSM 1974 16S ribosomal RNA, partial sequence",0
"NR_119156.1 Mycobacterium shimoidei strain ATCC 27962 16S ribosomal RNA, partial sequence",0
"NR_029157.1 Clostridium botulinum A strain ELTDK 103 16S ribosomal RNA, partial sequence",0
"NR_118683.1 Staphylococcus auricularis strain ATCC 33753 16S ribosomal RNA, partial sequence",0
"NR_036775.1 Staphylococcus capitis strain LK 499 16S ribosomal RNA, partial sequence",0
"NR_029158.1 Staphylococcus saccharolyticus strain S 1 16S ribosomal RNA, partial sequence",0
"NR_025922.1 Staphylococcus warneri strain AW 25 16S ribosomal RNA, partial sequence",0
"NR_044652.1 Brucella canis strain RM-666 16S ribosomal RNA, partial sequence",0
"NR_026136.1 Porphyromonas cangingivalis strain VPB 4874 16S ribosomal RNA, partial sequence",0
"NR_026137.1 Porphyromonas crevioricanis strain VPB 4875 16S ribosomal RNA, partial sequence",0
"NR_115536.1 Microbacterium aurum strain IFO 15204 16S ribosomal RNA, partial sequence",0
"NR_115537.1 Microbacterium dextranolyticum strain IFO 14592 16S ribosomal RNA, partial sequence",0
"NR_115538.1 Microbacterium imperiale strain IFO 12610 16S ribosomal RNA, partial sequence",0
"NR_115539.1 Microbacterium lacticum strain IFO 14135 16S ribosomal RNA, partial sequence",0
"NR_115540.1 Microbacterium laevaniformans strain IFO 14471 16S ribosomal RNA, partial sequence",0
"NR_026108.1 Ideonella dechloratans strain Anox B 16S ribosomal RNA, partial sequence",0
"NR_025960.1 Acholeplasma oculi strain 19L 16S ribosomal RNA, partial sequence",0
"NR_025961.1 Acholeplasma laidlawii strain PG8 16S ribosomal RNA, partial sequence",-1
"NR_118785.1 Orientia tsutsugamushi str. Karp 16S ribosomal RNA, partial sequence",0
"NR_036996.1 Nocardia farcinica strain Goodfellow N898 16S ribosomal RNA, partial sequence",0
"NR_025967.1 Rickettsia honei strain RB 16S ribosomal RNA, partial sequence",0
"NR_026175.1 Desulfuromusa bakii strain Gyprop 16S ribosomal RNA, partial sequence",0
"NR_029275.1 Desulfuromusa kysingii strain Kysw2 16S ribosomal RNA, partial sequence",0
"NR_029276.1 Desulfuromusa succinoxidans strain Gylac 16S ribosomal RNA, partial sequence",0
"NR_119065.1 Gordonia bronchialis DSM 43247 strain NCTC 10667 16S ribosomal RNA, partial sequence",0
"NR_029272.1 Kineococcus aurantiacus strain Ra 333 16S ribosomal RNA, partial sequence",0
"NR_025955.1 Cycloclasticus pugetii PS-1 16S ribosomal RNA, partial sequence >NR_044649.1 Cycloclasticus pugetii PS-1 16S ribosomal RNA, partial sequence",0
"NR_044861.1 Desulfothermus naphthae strain TD3 16S ribosomal RNA, partial sequence",0
"NR_026196.1 Sinomonas atrocyanea strain DSM 20127 16S ribosomal RNA, partial sequence",0
"NR_026188.1 Arthrobacter citreus strain DSM 20133 16S ribosomal RNA, partial sequence",0
"NR_026189.1 Crystallibacter crystallopoietes strain DSM 20117 16S ribosomal RNA, partial sequence",0
"NR_026187.1 Arthrobacter globiformis strain DSM 20124 16S ribosomal RNA, partial sequence",0
"NR_026190.1 Glutamicibacter nicotianae strain DSM 20123 16S ribosomal RNA, partial sequence",0
"NR_026194.1 Paenarthrobacter nicotinovorans strain DSM 420 16S ribosomal RNA, partial sequence",0
"NR_026195.1 Glutamicibacter protophormiae strain DSM 20168 16S ribosomal RNA, partial sequence",0
"NR_026191.1 Arthrobacter pascens strain DSM 20545 16S ribosomal RNA, partial sequence",0
"NR_026192.1 Pseudarthrobacter polychromogenes strain DSM 20136 16S ribosomal RNA, partial sequence",0
"NR_037025.1 Dietzia maris strain AUCM A-593 16S ribosomal RNA, partial sequence",0
"NR_026198.1 Arthrobacter agilis strain DSM 20550 16S ribosomal RNA, partial sequence",0
"NR_026173.1 Mycolicibacterium chlorophenolicum strain DSM 43826 16S ribosomal RNA, partial sequence",0
"NR_026197.1 Nesterenkonia halobia strain DSM 20541 16S ribosomal RNA, partial sequence",0
"NR_026199.1 Rothia kristinae strain DSM 20032 16S ribosomal RNA, partial sequence",0
"NR_026200.1 Micrococcus lylae strain DSM 20315 16S ribosomal RNA, partial sequence",0
"NR_037024.1 Rhodococcus erythropolis strain N11 16S ribosomal RNA, partial sequence",0
"NR_037023.1 Rhodococcus rhodochrous strain 372 16S ribosomal RNA, partial sequence",0
"NR_026171.1 Thermocrispum agreste DSM 44070 16S ribosomal RNA, partial sequence",0
"NR_026172.1 Thermocrispum municipale DSM 44069 16S ribosomal RNA, partial sequence",-1
"NR_037019.1 Photobacterium damselae subsp. piscicida strain K-1 16S ribosomal RNA gene, partial sequence",0
"NR_026169.1 Schaalia radingae strain APL1 16S ribosomal RNA, partial sequence",0
"NR_037020.1 Schaalia turicensis strain APL10 16S ribosomal RNA, partial sequence",0
"NR_026523.1 Skermania pinensis strain IFO 15059 16S ribosomal RNA, partial sequence",0
"NR_026526.1 Evansella vedderi strain JaH 16S ribosomal RNA, partial sequence",0
"NR_037037.1 Corynebacterium cystitidis strain 42 Fukuya 16S ribosomal RNA, partial sequence",0
"NR_037036.1 Corynebacterium callunae strain NCIMB 10338 16S ribosomal RNA, partial sequence",0
"NR_037079.1 Corynebacterium diphtheriae strain C7 s (-) tox 16S ribosomal RNA, partial sequence",0
"NR_037035.1 Corynebacterium jeikeium strain A376/84 16S ribosomal RNA, partial sequence",0
"NR_037034.1 Corynebacterium kutscheri strain CIP 103423 16S ribosomal RNA, partial sequence",0
"NR_037078.1 Corynebacterium mycetoides strain NCTC 9864 16S ribosomal RNA, partial sequence",0
"NR_037124.1 Corynebacterium minutissimum strain NCTC 10288 16S ribosomal RNA, partial sequence",0
"NR_119182.1 Corynebacterium minutissimum strain NCTC 10288 16S ribosomal RNA, partial sequence",0
"NR_119176.1 Corynebacterium pseudodiphtheriticum strain NCTC 11136 16S ribosomal RNA, partial sequence",0
"NR_119175.1 Corynebacterium pseudotuberculosis strain NCTC 3450 16S ribosomal RNA, partial sequence",0
"NR_119172.1 Corynebacterium pilosum strain NCTC 11862 16S ribosomal RNA, partial sequence",0
"NR_119174.1 Corynebacterium renale strain CIP 103421 16S ribosomal RNA, partial sequence",0
"NR_119173.1 Corynebacterium tuberculostearicum strain ATCC 35692 16S ribosomal RNA, partial sequence",0
"NR_029292.1 Corynebacterium ulcerans strain NCTC 7910 16S ribosomal RNA, partial sequence",0
"NR_025956.1 Thermoanaerobacter brockii subsp. lactiethylicus strain SEBR 5268 16S ribosomal RNA, partial sequence",0
"NR_118649.1 Halorubrum coriense strain Ch2 16S ribosomal RNA, complete sequence",0
"NR_026224.1 Gluconobacter frateurii strain IFO 3264 16S ribosomal RNA, partial sequence",0
"NR_119110.1 Desulfoscipio geothermicus DSM 3669 16S ribosomal RNA, partial sequence",-1
"NR_026201.1 Pseudothermotoga elfii strain SERB 16S ribosomal RNA, partial sequence",-1
"NR_025925.1 Blastococcus aggregatus strain B15 16S ribosomal RNA, partial sequence",0
"NR_025968.1 Mycoplasmopsis sturni strain UC/MF 16S ribosomal RNA, partial sequence",0
"NR_044650.1 Megasphaera cerevisiae strain VTT-E-85230 16S ribosomal RNA, partial sequence",0
"NR_037059.1 Ehrlichia chaffeensis strain Arkansas 16S ribosomal RNA, partial sequence",0
"NR_119115.1 Halanaerobium alcaliphilum strain GSLS 16S ribosomal RNA, partial sequence",0
"NR_044646.1 Atopobium fossor strain ATCC 43386 16S ribosomal RNA, partial sequence",0
"NR_026519.1 Agrobacterium larrymoorei strain AF3.10 16S ribosomal RNA, partial sequence",0
"NR_025953.1 Mesorhizobium ciceri strain UPM-Ca7 16S ribosomal RNA, partial sequence",0
"NR_118685.1 Sulfurimonas denitrificans DSM 1251 16S ribosomal RNA, partial sequence",0
"NR_025926.1 Thiomicrospira pelophila strain 4B 16S ribosomal RNA, partial sequence",0
"NR_118686.1 Hydrogenovibrio crunogenus strain ATCC 35932 16S ribosomal RNA, partial sequence",0
"NR_026110.1 Methylomonas fodinarum strain JB13 16S ribosomal RNA, partial sequence",0
"NR_119170.1 Veillonella atypica strain KON 16S ribosomal RNA, partial sequence",0
"NR_119169.1 Veillonella dispar strain DSM 20735 16S ribosomal RNA, partial sequence",0
"NR_119168.1 Veillonella parvula DSM 2008 16S ribosomal RNA, partial sequence",0
"NR_036792.1 Corynebacterium glucuronolyticum strain GF 838 16S ribosomal RNA, partial sequence",0
"NR_044771.1 Bifidobacterium bifidum strain KCTC 3202 16S ribosomal RNA, partial sequence >NR_118793.1 Bifidobacterium bifidum strain KCTC 3202 16S ribosomal RNA, partial sequence",0
"NR_115500.1 Haloarcula marismortui ATCC 33800 16S ribosomal RNA, complete sequence",0
"NR_115501.1 Haloarcula marismortui ATCC 33800 16S ribosomal RNA, complete sequence",0
"NR_026206.1 Acinetobacter baumannii strain DSM 30007 16S ribosomal RNA, partial sequence",0
"NR_119113.1 Acinetobacter calcoaceticus DSM 30006 = CIP 81.8 16S ribosomal RNA, partial sequence",0
"NR_026207.1 Acinetobacter haemolyticus strain DSM 6962 16S ribosomal RNA, partial sequence",0
"NR_026208.1 Acinetobacter junii strain DSM 6964 16S ribosomal RNA, partial sequence",0
"NR_119114.1 Acinetobacter johnsonii strain DSM 6963 16S ribosomal RNA, partial sequence",0
"NR_026209.1 Acinetobacter lwoffii strain DSM 2403 16S ribosomal RNA, partial sequence",0
"NR_026210.1 Acinetobacter radioresistens strain FO-1 16S ribosomal RNA, partial sequence",0
"NR_026253.1 Methylophaga thalassica strain ATCC 33146 16S ribosomal RNA, partial sequence",0
"NR_036988.1 Legionella anisa strain WA-316-C3 16S ribosomal RNA, partial sequence",0
"NR_026520.1 Legionella brunensis strain 441-1 16S ribosomal RNA, partial sequence",0
"NR_036989.1 Fluoribacter dumoffii strain NY-23 16S ribosomal RNA, partial sequence",0
"NR_029369.1 Legionella erythra strain SE-32A-C8 16S ribosomal RNA, partial sequence",0
"NR_026521.1 Fluoribacter gormanii strain LS-13 16S ribosomal RNA, partial sequence",0
"NR_036894.1 Legionella israelensis strain Bercovier-4 16S ribosomal RNA, partial sequence",0
"NR_036992.1 Legionella jordanis strain BL-540 16S ribosomal RNA, partial sequence",0
"NR_036990.1 Legionella oakridgensis strain OR-10 16S ribosomal RNA, partial sequence",0
"NR_036991.1 Legionella rubrilucens strain WA-270A-C2 16S ribosomal RNA, partial sequence",0
"NR_026522.1 Legionella tucsonensis strain 087-AZ-H 16S ribosomal RNA, partial sequence",0
"NR_029183.1 Metamycoplasma hyosynoviae strain S-16 16S ribosomal RNA, partial sequence",0
"NR_043389.1 Halorubrum sodomense strain ATCC 33755 16S ribosomal RNA, complete sequence",0
"NR_028214.1 Natrialba asiatica strain 172P1 16S ribosomal RNA, complete sequence",0
"NR_029124.1 Natrialba taiwanensis strain B1 16S ribosomal RNA, complete sequence",0
"NR_028213.1 Haloferax gibbonsii strain Ma-2.38 16S ribosomal RNA, complete sequence",0
"NR_119102.1 Schaalia odontolytica strain NCTC 9935 16S ribosomal RNA, partial sequence",0
"NR_026254.1 Gordonia hydrophobica strain DSM 44015 16S ribosomal RNA, partial sequence",0
"NR_043396.1 Halorubrum trapanicum strain NCIMB 767 16S ribosomal RNA, complete sequence",0
"NR_028215.1 Haloferax denitrificans strain S1 16S ribosomal RNA, complete sequence",0
"NR_026131.1 Clostridium grantii strain A1 16S ribosomal RNA, partial sequence",0
"NR_118795.1 Mycoplasma capricolum subsp. capripneumoniae strain F38 16S ribosomal RNA, partial sequence",0
"NR_118796.1 Mycoplasma capricolum subsp. capricolum ATCC 27343 16S ribosomal RNA, partial sequence",0
"NR_036952.1 Mycoplasma capricolum subsp. capricolum ATCC 27343 16S ribosomal RNA, partial sequence >NR_074664.1 Mycoplasma capricolum subsp. capricolum ATCC 27343 16S ribosomal RNA, partial sequence",0
"NR_118794.1 Mycoplasma mycoides subsp. capri strain PG3 16S ribosomal RNA, partial sequence",0
"NR_044772.1 Mycoplasma mycoides subsp. capri strain PG3 16S ribosomal RNA, partial sequence",0
"NR_025971.1 Mycoplasma putrefaciens KS1 16S ribosomal RNA, partial sequence",0
"NR_118797.1 Mycoplasma leachii PG50 16S ribosomal RNA, partial sequence",0
"NR_044773.1 Mycoplasma leachii PG50 16S ribosomal RNA, partial sequence >NR_103928.1 Mycoplasma leachii PG50 16S ribosomal RNA, partial sequence",0
"NR_043395.1 Mycoplana ramosa strain IAM 13949 16S ribosomal RNA, partial sequence",-1
"NR_115492.1 Azorhizobium caulinodans ORS 571 16S ribosomal RNA, partial sequence",0
"NR_026527.1 Chlamydia pneumoniae strain TW-183 16S ribosomal RNA, partial sequence",0
"NR_027216.1 Leptospirillum ferrooxidans strain L15 16S ribosomal RNA, partial sequence",0
"NR_026205.1 Succiniclasticum ruminis strain SE10 16S ribosomal RNA, partial sequence",0
"NR_029370.1 Saccharomonospora azurea strain NA128 16S ribosomal RNA, partial sequence",0
"NR_029371.1 Saccharomonospora cyanea strain NA134 16S ribosomal RNA, partial sequence",0
"NR_027229.1 Saccharomonospora glauca strain K62 16S ribosomal RNA, partial sequence",0
"NR_037087.1 Saccharomonospora viridis strain K73 16S ribosomal RNA, partial sequence",0
"NR_025975.1 Ralstonia syzygii strain R001 16S ribosomal RNA, partial sequence",0
"NR_118687.1 Thiothrix nivea DSM 5205 strain JP2 16S ribosomal RNA, partial sequence",0
"NR_025973.1 Desulfuromonas palmitatis strain SDBY1 16S ribosomal RNA, partial sequence",0
"NR_025974.1 Geobacter hydrogenophilus strain H2 16S ribosomal RNA, partial sequence",0
"NR_115570.1 Exiguobacterium acetylicum strain IFO12146 16S ribosomal RNA, partial sequence",0
"NR_025864.1 Planomicrobium okeanokoites strain IFO 12536 16S ribosomal RNA, partial sequence",0
"NR_044766.1 Halorubrum lacusprofundi ATCC 49239 16S ribosomal RNA, complete sequence",0
"NR_044765.1 Halorubrum saccharovorum strain JCM 8865 16S ribosomal RNA, complete sequence",0
"NR_044774.1 Rhizobium leguminosarum bv. viciae USDA 2370 16S ribosomal RNA, partial sequence",0
"NR_119130.1 Pirellula staleyi DSM 6068 16S ribosomal RNA, partial sequence",0
"NR_025969.1 Pseudothermotoga subterranea strain SL1 16S ribosomal RNA, partial sequence",0
"NR_025976.1 Clavibacter tessellarius strain 78181 16S ribosomal RNA, partial sequence >NR_115037.1 Clavibacter tessellarius strain DSM 20741 16S ribosomal RNA, partial sequence",0
"NR_119099.1 Nitrospirillum amazonense strain DSM 2787 16S ribosomal RNA, partial sequence",0
"NR_119100.1 Azospirillum brasilense strain Sp 7 16S ribosomal RNA, partial sequence",0
"NR_044859.1 Azospirillum halopraeferens strain Au4 16S ribosomal RNA, partial sequence",0
"NR_026230.1 Porphyromonas catoniae ATCC 51270 16S ribosomal RNA, partial sequence",0
"NR_036873.1 Agromyces cerinus strain DSB MGU XI-15 16S ribosomal RNA gene, partial sequence",0
"NR_029130.1 Agromyces hippuratus strain DSB MGU 15-6 16S ribosomal RNA, partial sequence",0
"NR_043412.1 Leifsonia aquatica strain JCM 1368 16S ribosomal RNA, partial sequence",0
"NR_115025.1 Cryobacterium psychrophilum strain DSM 4854 16S ribosomal RNA, partial sequence >NR_115563.1 Cryobacterium psychrophilum strain JCM 1463 16S ribosomal RNA, partial sequence",0
"NR_118689.1 Borreliella andersonii strain 21038 16S ribosomal RNA, partial sequence",0
"NR_118688.1 Borreliella japonica strain HO14 16S ribosomal RNA, partial sequence",0
"NR_026255.1 Nitratidesulfovibrio termitidis HI1 16S ribosomal RNA, partial sequence",0
"NR_119187.1 Rubrobacter xylanophilus strain PRD-1 16S ribosomal RNA, partial sequence",0
"NR_025957.1 Colwellia rossensis strain S51-W 16S ribosomal RNA, partial sequence",0
"NR_027580.1 Octadecabacter antarcticus strain 307 16S ribosomal RNA, partial sequence",0
"NR_025958.1 Polaromonas vacuolata strain 34-P 16S ribosomal RNA, partial sequence",0
"NR_025959.1 Polaribacter franzmannii ATCC 700399 strain 301 16S ribosomal RNA, partial sequence",0
"NR_115560.1 Streptococcus mitis strain NCTC12261 16S ribosomal RNA, partial sequence",0
"NR_115561.1 Streptococcus gordonii strain NCTC7865 16S ribosomal RNA, partial sequence",0
"NR_036825.1 Moraxella lacunata strain Morax 260 16S ribosomal RNA, partial sequence",0
"NR_029273.1 Marinovum algicola strain FF3 16S ribosomal RNA, partial sequence",0
"NR_027593.1 Roseobacter litoralis strain Och 149 16S ribosomal RNA, partial sequence",0
"NR_027590.1 Salinivibrio costicola strain ATCC 33508 16S ribosomal RNA, partial sequence",0
"NR_119056.1 Moritella marina ATCC 15381 16S ribosomal RNA, partial sequence",0
"NR_044851.1 Vibrio ordalii ATCC 33509 16S ribosomal RNA, partial sequence",0
"NR_044775.1 Desulfovibrio oxyclinae strain P1B 16S ribosomal RNA, partial sequence",0
"NR_026251.1 Chromohalobacter marismortui strain ATCC 17056 16S ribosomal RNA, partial sequence",0
"NR_119189.1 Halomonas salina strain ATCC 49509 16S ribosomal RNA, partial sequence",0
"NR_026250.1 Halomonas eurihalina strain ATCC 49336 16S ribosomal RNA, partial sequence",0
"NR_119206.1 Sulfobacillus thermosulfidooxidans DSM 9293 strain AT-1 16S ribosomal RNA, partial sequence",0
"NR_119167.1 Corynebacterium argentoratense strain CIP 104296 16S ribosomal RNA, partial sequence",-1
"NR_026229.1 Dialister pneumosintes strain ATCC 33048 16S ribosomal RNA, partial sequence",0
"NR_036826.1 Cereibacter azotoformans strain KA25 16S ribosomal RNA, partial sequence",0
"NR_119111.1 Tissierella praeacuta strain ATCC 25539 16S ribosomal RNA, partial sequence",0
"NR_119005.1 Vibrio ordalii ATCC 33509 16S ribosomal RNA, partial sequence",0
"NR_044844.1 Aliivibrio salmonicida strain HI 7751 16S ribosomal RNA, partial sequence",0
"NR_025977.1 Oceanidesulfovibrio gabonensis strain SEBR 2840 16S ribosomal RNA, partial sequence",0
"NR_028244.1 Halorubrum lacusprofundi ATCC 49239 16S ribosomal RNA, partial sequence",0
"NR_119144.1 Halorubrum saccharovorum strain NCIMB 2081 16S ribosomal RNA, complete sequence",0
"NR_119146.1 Halorubrum sodomense strain ATCC 33755 16S ribosomal RNA, complete sequence",0
"NR_119145.1 Halorubrum trapanicum strain NRC 34021 16S ribosomal RNA, complete sequence",0
"NR_118680.1 Halanaerobacter lacunarum strain Z-7888 16S ribosomal RNA, partial sequence",0
"NR_118684.1 Mesorhizobium mediterraneum strain UPM-Ca36 16S ribosomal RNA, partial sequence",0
"NR_028245.1 Acidianus infernus strain So4a 16S ribosomal RNA, partial sequence",1
"NR_026218.1 Pseudoalteromonas atlantica strain IAM 12927 16S ribosomal RNA, partial sequence",0
"NR_026219.1 Pseudoalteromonas aurantia strain ATCC 33046 16S ribosomal RNA, partial sequence",0
"NR_037073.1 Pseudoalteromonas citrea strain CERBOM CH10 16S ribosomal RNA, partial sequence",0
"NR_026220.1 Pseudoalteromonas carrageenovora strain IAM 12662 16S ribosomal RNA, partial sequence",0
"NR_044866.1 Pseudoalteromonas denitrificans strain Nygaard 1977 16S ribosomal RNA, partial sequence",0
"NR_026221.1 Pseudoalteromonas luteoviolacea strain NCIMB 1893 16S ribosomal RNA, partial sequence",0
"NR_026222.1 Pseudoalteromonas nigrifaciens strain NCIMB 8614 16S ribosomal RNA, partial sequence",0
"NR_026223.1 Pseudoalteromonas rubra strain ATCC 29570 16S ribosomal RNA, partial sequence",0
"NR_119142.1 Pseudoalteromonas tetraodonis GFC strain IAM 14160 16S ribosomal RNA, partial sequence",0
"NR_044867.1 Pseudoalteromonas undina strain NCIMB 2128 16S ribosomal RNA, partial sequence",-1
"NR_026217.1 Shewanella benthica strain ATCC 43992 16S ribosomal RNA, partial sequence",0
"NR_119141.1 Shewanella putrefaciens strain ATCC 8071 16S ribosomal RNA, partial sequence",0
"NR_119143.1 Moritella marina strain NCIMB 1144 16S ribosomal RNA, partial sequence",0
"NR_026233.1 Paenarthrobacter aurescens strain DSM 20116 16S ribosomal RNA, partial sequence",0
"NR_026234.1 Paenarthrobacter histidinolovorans strain DSM 20115 16S ribosomal RNA, partial sequence",0
"NR_026235.1 Paenarthrobacter ilicis strain DSM 20138 16S ribosomal RNA, partial sequence",0
"NR_026236.1 Pseudarthrobacter oxydans strain DSM 20119 16S ribosomal RNA, partial sequence",0
