Header,Cluster
"MF683597.1 Ripella tribonemae SK1 small subunit ribosomal RNA gene, partial sequence",0
"MF683596.1 Ripella tribonemae SK1 small subunit ribosomal RNA gene, partial sequence",0
"MF683595.1 Ripella tribonemae SK1 small subunit ribosomal RNA gene, partial sequence",0
"MF683593.1 Ripella tribonemae SK1 small subunit ribosomal RNA gene, partial sequence",0
"MF683592.1 Ripella tribonemae SK1 small subunit ribosomal RNA gene, partial sequence",0
"MF683591.1 Ripella tribonemae SK1 small subunit ribosomal RNA gene, partial sequence",0
"MF683590.1 Ripella tribonemae SK1 small subunit ribosomal RNA gene, partial sequence",0
"MF683589.1 Ripella tribonemae SK1 small subunit ribosomal RNA gene, partial sequence",0
"MF683587.1 Ripella tribonemae SK1 small subunit ribosomal RNA gene, partial sequence",0
"MF683585.1 Ripella tribonemae SK1 small subunit ribosomal RNA gene, partial sequence",0
"MF683584.1 Ripella tribonemae SK1 small subunit ribosomal RNA gene, partial sequence",0
"MF683583.1 Ripella tribonemae SK1 small subunit ribosomal RNA gene, partial sequence",0
"MF683581.1 Ripella tribonemae SK1 small subunit ribosomal RNA gene, partial sequence",0
"MF683577.1 Ripella tribonemae SK1 small subunit ribosomal RNA gene, partial sequence",0
"MF683573.1 Ripella tribonemae SK1 small subunit ribosomal RNA gene, partial sequence",0
"MF683571.1 Ripella tribonemae SK1 small subunit ribosomal RNA gene, partial sequence",0
"MF683570.1 Ripella tribonemae SK1 small subunit ribosomal RNA gene, partial sequence",0
"MF683568.1 Ripella tribonemae SK1 small subunit ribosomal RNA gene, partial sequence",0
"MF683567.1 Ripella tribonemae SK1 small subunit ribosomal RNA gene, partial sequence",0
"MF683566.1 Ripella decalvata Negev 3-2c small subunit ribosomal RNA gene, partial sequence",0
"MF683565.1 Ripella decalvata Negev 3-2c small subunit ribosomal RNA gene, partial sequence",0
"MF683564.1 Ripella decalvata Negev 3-2c small subunit ribosomal RNA gene, partial sequence",0
"MF683563.1 Ripella decalvata Negev 3-2c small subunit ribosomal RNA gene, partial sequence",0
"MF683562.1 Ripella decalvata Negev 3-2c small subunit ribosomal RNA gene, partial sequence",0
"MF683561.1 Ripella decalvata Negev 3-2c small subunit ribosomal RNA gene, partial sequence",0
"MF683560.1 Ripella decalvata Negev 3-2c small subunit ribosomal RNA gene, partial sequence",0
"MF683559.1 Ripella decalvata Negev 3-2c small subunit ribosomal RNA gene, partial sequence",0
"MF683558.1 Ripella decalvata Negev 3-2c small subunit ribosomal RNA gene, partial sequence",0
"MF683557.1 Ripella decalvata Negev 3-2c small subunit ribosomal RNA gene, partial sequence",0
"MF683556.1 Ripella decalvata Negev 3-2c small subunit ribosomal RNA gene, partial sequence",0
"MF683555.1 Ripella decalvata Negev 3-2c small subunit ribosomal RNA gene, partial sequence",0
"MF683554.1 Ripella decalvata Negev 3-2c small subunit ribosomal RNA gene, partial sequence",0
"MF683553.1 Ripella decalvata Negev 3-2c small subunit ribosomal RNA gene, partial sequence",0
"MF683552.1 Ripella decalvata Negev 3-2c small subunit ribosomal RNA gene, partial sequence",0
"MF683551.1 Ripella decalvata Negev 3-2c small subunit ribosomal RNA gene, partial sequence",0
"MF683549.1 Ripella decalvata Negev 3-2c small subunit ribosomal RNA gene, partial sequence",0
"MF683548.1 Ripella decalvata Negev 3-2c small subunit ribosomal RNA gene, partial sequence",0
"MF683547.1 Ripella decalvata Negev 3-2c small subunit ribosomal RNA gene, partial sequence",0
"MF683546.1 Ripella decalvata Negev 3-2c small subunit ribosomal RNA gene, partial sequence",0
"MF683538.1 Ripella decalvata Negev 3-2c small subunit ribosomal RNA gene, partial sequence",0
"MF683536.1 Ripella decalvata Negev 3-2c small subunit ribosomal RNA gene, partial sequence",0
"MF683532.1 Ripella decalvata Negev 3-2c small subunit ribosomal RNA gene, partial sequence",0
"MF683529.1 Ripella decalvata Negev 3-2c small subunit ribosomal RNA gene, partial sequence",0
"MF683520.1 Ripella decalvata Negev 3-2c small subunit ribosomal RNA gene, partial sequence",0
"MF683518.1 Ripella decalvata Negev 3-2c small subunit ribosomal RNA gene, partial sequence",0
"MF683514.1 Ripella platypodia CCAP 1589/2 small subunit ribosomal RNA gene, partial sequence",0
"MF683513.1 Ripella platypodia CCAP 1589/2 small subunit ribosomal RNA gene, partial sequence",0
"MF683512.1 Ripella platypodia CCAP 1589/2 small subunit ribosomal RNA gene, partial sequence",0
"MF683507.1 Ripella platypodia CCAP 1589/2 small subunit ribosomal RNA gene, partial sequence",0
"MF683505.1 Ripella platypodia CCAP 1589/2 small subunit ribosomal RNA gene, partial sequence",0
"MF683504.1 Ripella platypodia CCAP 1589/2 small subunit ribosomal RNA gene, partial sequence",0
"MF683502.1 Ripella platypodia CCAP 1589/2 small subunit ribosomal RNA gene, partial sequence",0
"MF683501.1 Ripella platypodia CCAP 1589/2 small subunit ribosomal RNA gene, partial sequence",0
"MF683500.1 Ripella platypodia CCAP 1589/2 small subunit ribosomal RNA gene, partial sequence",0
"MF683499.1 Ripella platypodia CCAP 1589/2 small subunit ribosomal RNA gene, partial sequence",0
"MF683496.1 Ripella platypodia CCAP 1589/2 small subunit ribosomal RNA gene, partial sequence",0
"MF683495.1 Ripella platypodia CCAP 1589/2 small subunit ribosomal RNA gene, partial sequence",0
"MF683493.1 Ripella platypodia CCAP 1589/2 small subunit ribosomal RNA gene, partial sequence",0
"MF683491.1 Ripella platypodia CCAP 1589/2 small subunit ribosomal RNA gene, partial sequence",0
"MF683490.1 Ripella platypodia CCAP 1589/2 small subunit ribosomal RNA gene, partial sequence",0
"MF683489.1 Ripella platypodia CCAP 1589/2 small subunit ribosomal RNA gene, partial sequence",0
"MF683488.1 Ripella platypodia CCAP 1589/2 small subunit ribosomal RNA gene, partial sequence",0
"MF683487.1 Ripella platypodia CCAP 1589/2 small subunit ribosomal RNA gene, partial sequence",0
"MF683486.1 Ripella platypodia CCAP 1589/2 small subunit ribosomal RNA gene, partial sequence",0
"MF683484.1 Ripella platypodia CCAP 1589/2 small subunit ribosomal RNA gene, partial sequence",0
"MF683480.1 Ripella platypodia CCAP 1589/2 small subunit ribosomal RNA gene, partial sequence",0
"MF683478.1 Ripella platypodia CCAP 1589/2 small subunit ribosomal RNA gene, partial sequence",0
"MF683475.1 Ripella platypodia CCAP 1589/2 small subunit ribosomal RNA gene, partial sequence",0
"MF683473.1 Ripella platypodia CCAP 1589/2 small subunit ribosomal RNA gene, partial sequence",0
"MF683472.1 Ripella platypodia CCAP 1589/2 small subunit ribosomal RNA gene, partial sequence",0
"EU718701.2 Ptilota hannafordii GWS168 small subunit ribosomal RNA gene, partial sequence",1
"EU718710.2 Wrangelia plumosa GWS197 small subunit ribosomal RNA gene, partial sequence",1
"KX792145.1 Leptomyxa valladaresi LLT small subunit ribosomal RNA gene, partial sequence",1
"EU718694.1 Monosporus pedicellatus CH014 small subunit ribosomal RNA gene, partial sequence",1
"EU718690.1 Griffithsia corallina CH012 small subunit ribosomal RNA gene, partial sequence",1
"EU718678.1 Aglaothamnion feldmanniae CH016 small subunit ribosomal RNA gene, partial sequence",1
"KY652215.1 Macrostomum dongyuanensis small subunit ribosomal RNA gene, partial sequence",1
"MF443164.1 Prognathorhynchus sinensis small subunit ribosomal RNA gene, partial sequence",1
"MF443159.1 Itaipusa sinensis small subunit ribosomal RNA gene, partial sequence",1
"KX347526.1 Pilatobius recamieri small subunit ribosomal RNA gene, partial sequence",1
"LC191232.1 Amphidiniopsis rotundata small subunit ribosomal RNA gene, partial sequence",1
"LC191227.1 Amphidiniopsis korewalensis small subunit ribosomal RNA gene, partial sequence",1
"LC191224.1 Amphidiniopsis hexagona small subunit ribosomal RNA gene, partial sequence",1
"LC191223.1 Amphidiniopsis hexagona small subunit ribosomal RNA gene, partial sequence",1
"MF139733.1 Trophurus wuhuensis small subunit ribosomal RNA gene, partial sequence",1
"MG101838.1 Saccharomyces cerevisiae KCCM200284 small subunit ribosomal RNA gene, partial sequence",1
"MG100879.1 Leguminivora glycinivorella small subunit ribosomal RNA gene, partial sequence",1
"LT631275.1 Mycetophyllia daniana small subunit ribosomal RNA gene, partial sequence",1
"LT631266.1 Pseudodiploria strigosa small subunit ribosomal RNA gene, partial sequence",1
"LT631261.1 Colpophyllia natans small subunit ribosomal RNA gene, partial sequence",1
"LT631260.1 Colpophyllia natans small subunit ribosomal RNA gene, partial sequence",1
"LT631253.1 Sclerophyllia maxima small subunit ribosomal RNA gene, partial sequence",1
"LT631185.1 Blastomussa omanensis small subunit ribosomal RNA gene, partial sequence",1
"LT631085.1 Montipora circumvallata small subunit ribosomal RNA gene, partial sequence",1
"LT631082.1 Isopora cuneata small subunit ribosomal RNA gene, partial sequence",1
"LT631080.1 Alveopora spongiosa small subunit ribosomal RNA gene, partial sequence",1
"LT631064.1 Acropora horrida small subunit ribosomal RNA gene, partial sequence",1
"LT631046.1 Acropora valida small subunit ribosomal RNA gene, partial sequence",1
"LT631030.1 Acropora aspera small subunit ribosomal RNA gene, partial sequence",1
"LT631027.1 Gyrosmilia interrupta small subunit ribosomal RNA gene, partial sequence",1
"LT631026.1 Galaxea astreata small subunit ribosomal RNA gene, partial sequence",1
"LT631024.1 Euphyllia glabrescens small subunit ribosomal RNA gene, partial sequence",1
"LT631023.1 Coeloseris mayeri small subunit ribosomal RNA gene, partial sequence",1
"KX901417.1 Paraonis fulgens small subunit ribosomal RNA gene, partial sequence",1
"KX901412.1 Paradoneis armata small subunit ribosomal RNA gene, partial sequence",1
"KX901407.1 Cirrophorus nikebianchii small subunit ribosomal RNA gene, partial sequence",1
"KX901406.1 Cirrophorus branchiatus small subunit ribosomal RNA gene, partial sequence",1
"KX901405.1 Aricidea fragilis small subunit ribosomal RNA gene, partial sequence",1
"MF503483.1 Eimeria gruis small subunit ribosomal RNA gene, partial sequence",1
"KY421105.1 Myxobolus physophilus small subunit ribosomal RNA gene, partial sequence",1
"MF599307.1 Euplokamis dunlapae small subunit ribosomal RNA gene, partial sequence",1
"AY293162.1 Xenasma rimicola FP-133272-sp small subunit ribosomal RNA gene, partial sequence",1
"AY293157.1 Sarcodon imbricatus REG Sim1 small subunit ribosomal RNA gene, partial sequence",1
"AY293156.1 Russula exalbicans REG MB 95-111 small subunit ribosomal RNA gene, partial sequence",1
"AY293155.1 Repetobasidium mirificum FP-133558-sp small subunit ribosomal RNA gene, partial sequence",1
"AY293148.1 Plicaturopsis crispa FP-101310-SP small subunit ribosomal RNA gene, partial sequence",1
"AY293144.1 Phlebia albomellea CBS 275.92 small subunit ribosomal RNA gene, partial sequence",1
"AY293138.1 Kavinia himantia FP-101479 small subunit ribosomal RNA gene, partial sequence",1
"AY293127.1 Dacryobolus sudans FP-150381 small subunit ribosomal RNA gene, partial sequence",1
"AY293126.1 Crepidotus variabilis REG JE 5.3 small subunit ribosomal RNA gene, partial sequence",1
"AF026614.1 Phellinus igniarius FPL 5599 small subunit ribosomal RNA gene, partial sequence",1
"AF026584.1 Inonotus hispidus FPL 3597 small subunit ribosomal RNA gene, partial sequence",1
"KY498822.1 Dugesia aethiopica small subunit ribosomal RNA gene, partial sequence",1
"KY953226.1 Theileria ornithorhynchi small subunit ribosomal RNA gene, partial sequence",1
"MF437020.1 Blepharisma halophilum small subunit ribosomal RNA gene, partial sequence",1
"HM536167.1 Metabolomonas insania HFCC 922 small subunit ribosomal RNA gene, partial sequence",1
"HM536165.1 Nucleocercomonas praelonga HFCC 920 small subunit ribosomal RNA gene, partial sequence",1
"HM536163.1 Paracercomonas bassi HFCC 918 small subunit ribosomal RNA gene, partial sequence",1
"HM536158.1 Paracercomonas proboscata HFCC 913 small subunit ribosomal RNA gene, partial sequence",1
"HM536154.1 Eocercomonas exploratorii HFCC 909 small subunit ribosomal RNA gene, partial sequence",1
"KX911870.1 Sulfonecta uniserialis small subunit ribosomal RNA gene, partial sequence",1
"AB045706.1 Gjaerumia penniseti JCM 10216 small subunit ribosomal RNA gene, partial sequence",1
"MF795580.1 Tainokia logachevae small subunit ribosomal RNA gene, partial sequence",1
"MF288145.1 Rurikoplites armatus small subunit ribosomal RNA gene, partial sequence",1
"KJ461314.1 Enicocephalus cubanus small subunit ribosomal RNA gene, partial sequence",1
"KJ461313.1 Nerthra indica small subunit ribosomal RNA gene, partial sequence",1
"KJ461310.1 Valleriola buenoi small subunit ribosomal RNA gene, partial sequence",1
"KJ461298.1 Cimex lectularius small subunit ribosomal RNA gene, partial sequence",1
"KJ461283.1 Hebrus nipponicus small subunit ribosomal RNA gene, partial sequence",1
"KJ461281.1 Microvelia douglasi small subunit ribosomal RNA gene, partial sequence",1
"KJ461279.1 Cryptostemma wygodzinskyi small subunit ribosomal RNA gene, partial sequence",1
"KJ461271.1 Thaumastocoris safordi small subunit ribosomal RNA gene, partial sequence",1
"KJ461266.1 Kokeshia xiei small subunit ribosomal RNA gene, partial sequence",1
"KJ461260.1 Salda littoralis small subunit ribosomal RNA gene, partial sequence",1
"KJ461252.1 Paraplea frontalis small subunit ribosomal RNA gene, partial sequence",1
"KJ461251.1 Ochterus marginatus small subunit ribosomal RNA gene, partial sequence",1
"KJ461250.1 Hydrometra greeni small subunit ribosomal RNA gene, partial sequence",1
"KJ461242.1 Cnizocoris sinensis small subunit ribosomal RNA gene, partial sequence",1
"KJ461238.1 Xenophyes cascus small subunit ribosomal RNA gene, partial sequence",1
"KJ461233.1 Ptilomera tigrina small subunit ribosomal RNA gene, partial sequence",1
"KJ461227.1 Diplonychus rusticus small subunit ribosomal RNA gene, partial sequence",1
"KJ461226.1 Anthocoris pilosus small subunit ribosomal RNA gene, partial sequence",1
"KJ461222.1 Tenagobia incerta small subunit ribosomal RNA gene, partial sequence",1
"KJ461201.1 Corythucha ciliata small subunit ribosomal RNA gene, partial sequence",1
"KJ461199.1 Macroceroea grandis small subunit ribosomal RNA gene, partial sequence",1
"KJ461195.1 Helotrephes semiglobosus semiglobosus small subunit ribosomal RNA gene, partial sequence",1
"KJ461184.1 Aphelocheirus ellipsoideus small subunit ribosomal RNA gene, partial sequence",1
"KJ461167.1 Appasus japonicus small subunit ribosomal RNA gene, partial sequence",1
"MF926593.1 Frontonia terricola small subunit ribosomal RNA gene, partial sequence",1
"MF926592.1 Disematostoma minor small subunit ribosomal RNA gene, partial sequence",1
"MF882906.1 Selenidium sabellae small subunit ribosomal RNA gene, partial sequence",1
"MF077767.1 Cerviniopsis longicaudata small subunit ribosomal RNA gene, partial sequence",1
"MF077760.1 Pseudotachidius bipartitus small subunit ribosomal RNA gene, partial sequence",1
"MF077759.1 Parabradya dilatata small subunit ribosomal RNA gene, partial sequence",1
"MF077748.1 Xylora bathyalis small subunit ribosomal RNA gene, partial sequence",1
"MF077739.1 Neomormonilla minor small subunit ribosomal RNA gene, partial sequence",1
"MF077732.1 Chondracanthus merluccii small subunit ribosomal RNA gene, partial sequence",1
"MF077730.1 Ditrichocorycaeus anglicus small subunit ribosomal RNA gene, partial sequence",1
"MF077729.1 Cyclopicina longifurcata small subunit ribosomal RNA gene, partial sequence",1
"MF077725.1 Canuella perplexa small subunit ribosomal RNA gene, partial sequence",1
"MF077714.1 Pseudonychocamptus spinifer small subunit ribosomal RNA gene, partial sequence",1
"MF077711.1 Canthocamptus staphylinus small subunit ribosomal RNA gene, partial sequence",1
"MF077710.1 Archimisophria discoveryi small subunit ribosomal RNA gene, partial sequence",1
"MF077709.1 Benthomisophria cornuta small subunit ribosomal RNA gene, partial sequence",1
"MF077703.1 Speleophria bivexilla small subunit ribosomal RNA gene, partial sequence",1
"MF773739.1 Tritegeus bisulcatus small subunit ribosomal RNA gene, partial sequence",1
"KX911869.1 Caenomorpha medusula small subunit ribosomal RNA gene, partial sequence",1
"MF100855.1 Henneguya gilbert small subunit ribosomal RNA gene, partial sequence",1
"KY823446.1 Laetmonice hystrix small subunit ribosomal RNA gene, partial sequence",1
"KF607085.1 Urostomides striatus small subunit ribosomal RNA gene, partial sequence",1
"LC316613.1 Oxyspirura petrowi small subunit ribosomal RNA gene, partial sequence",1
"KY596045.1 Urceolaria korschelti small subunit ribosomal RNA gene, partial sequence",1
"MF621034.1 Pearsonema plica small subunit ribosomal RNA gene, partial sequence",1
"KX896484.1 Mesochaetopterus sagittarius small subunit ribosomal RNA gene, partial sequence",1
"KX896466.1 Chaetopterus cautus small subunit ribosomal RNA gene, partial sequence",1
"KX896449.1 Chaetopterus antarcticus small subunit ribosomal RNA gene, partial sequence",1
"KY025570.1 Urostomides darwini small subunit ribosomal RNA gene, partial sequence",1
"KY025568.1 Urostomides caducus small subunit ribosomal RNA gene, partial sequence",1
"KY025567.1 Urostomides campanula small subunit ribosomal RNA gene, partial sequence",1
"MF599385.1 Eucoleus aerophilus small subunit ribosomal RNA gene, partial sequence",1
"EF650176.1 Neoitamus cyanurus small subunit ribosomal RNA gene, partial sequence",1
"EF650173.1 Willistonina bilineata small subunit ribosomal RNA gene, partial sequence",1
"EF650165.1 Ceraturgus fasciatus small subunit ribosomal RNA gene, partial sequence",1
"EF650158.1 Nicocles politus small subunit ribosomal RNA gene, partial sequence",1
"EF650156.1 Dysmachus trigonus small subunit ribosomal RNA gene, partial sequence",1
"EF650149.1 Damalis monochaetes small subunit ribosomal RNA gene, partial sequence",1
"EF650147.1 Ommatius tibialis small subunit ribosomal RNA gene, partial sequence",1
"EF650146.1 Cyrtopogon rattus small subunit ribosomal RNA gene, partial sequence",1
"EF650139.1 Emphysomera pallidapex small subunit ribosomal RNA gene, partial sequence",1
"EF650138.1 Asilus sericeus small subunit ribosomal RNA gene, partial sequence",1
"EF650136.1 Molobratia teutonus small subunit ribosomal RNA gene, partial sequence",1
"EF650134.1 Eudioctria albius small subunit ribosomal RNA gene, partial sequence",1
"EF650125.1 Dioctria rufipes small subunit ribosomal RNA gene, partial sequence",1
"EF650120.1 Afroestricus chiastoneurus small subunit ribosomal RNA gene, partial sequence",1
"EF650117.1 Hoplistomerus nobilis small subunit ribosomal RNA gene, partial sequence",1
"EF650111.1 Pegesimallus laticornis small subunit ribosomal RNA gene, partial sequence",1
"EF650110.1 Choerades bella small subunit ribosomal RNA gene, partial sequence",1
"EF650104.1 Leptarthrus brevirostris small subunit ribosomal RNA gene, partial sequence",1
"EF650092.1 Apsilocephala longistyla small subunit ribosomal RNA gene, partial sequence",1
"EF650090.1 Bombylius major small subunit ribosomal RNA gene, partial sequence",1
"KR140014.1 Kudoa rayformis small subunit ribosomal RNA gene, partial sequence",1
"KT461933.1 Atopochilodon distichum small subunit ribosomal RNA gene, partial sequence",1
"KY435899.1 Vorticella convallaria small subunit ribosomal RNA gene, partial sequence",1
"KX444572.1 Gramastacus lacus small subunit ribosomal RNA gene, partial sequence",1
"KX444571.1 Geocharax gracilis small subunit ribosomal RNA gene, partial sequence",1
"LT854924.1 Ambrosiozyma maleeae CBS 11900 small subunit ribosomal RNA gene, partial sequence",1
"KU900290.1 Nephridiophaga maderae small subunit ribosomal RNA gene, partial sequence",1
"KX904933.1 Trichodina hyperparasitis small subunit ribosomal RNA gene, partial sequence",1
"KX904932.1 Trichodina acuta small subunit ribosomal RNA gene, partial sequence",1
"KY750746.1 Heliconympha glossotermitis small subunit ribosomal RNA gene, partial sequence",1
"KY750745.1 Heliconympha glossotermitis small subunit ribosomal RNA gene, partial sequence",1
"KY750744.1 Heliconympha glossotermitis small subunit ribosomal RNA gene, partial sequence",1
"KY750743.1 Heliconympha glossotermitis small subunit ribosomal RNA gene, partial sequence",1
"KY984422.1 Helminthosporium genistae L128 small subunit ribosomal RNA gene, partial sequence",1
"AB195668.1 Galeidinium rugatum small subunit ribosomal RNA gene, partial sequence",1
"MF190553.1 Pigoraptor chileana Opistho-2 small subunit ribosomal RNA gene, partial sequence",1
"MF190552.1 Pigoraptor vietnamica Opistho-1 small subunit ribosomal RNA gene, partial sequence",1
"MF190551.1 Syssomonas multiformis Colp-12 small subunit ribosomal RNA gene, partial sequence",1
"KY652917.1 Arcanisutura chongmingensis small subunit ribosomal RNA gene, partial sequence",1
"LC034294.1 Trichosporon heliocopridis DD1-1 small subunit ribosomal RNA gene, partial sequence",1
"MF373812.1 Pseudotrichonympha lifesoni small subunit ribosomal RNA gene, partial sequence",-1
"MF373811.1 Pseudotrichonympha pearti small subunit ribosomal RNA gene, partial sequence",1
"KY320394.1 Nitzschia dissipata TA192 small subunit ribosomal RNA gene, partial sequence",1
"KY320386.1 Nitzschia sigmaformis TA311 small subunit ribosomal RNA gene, partial sequence",1
"KY320384.1 Nitzschia pusilla TA-45 small subunit ribosomal RNA gene, partial sequence",1
"KY320360.1 Navicula perminuta TA413 small subunit ribosomal RNA gene, partial sequence",1
"KY320347.1 Gyrosigma limosum TA152 small subunit ribosomal RNA gene, partial sequence",1
"KY320345.1 Berkeleya rutilans TA440 small subunit ribosomal RNA gene, partial sequence",1
"AB915874.1 Allodekkera sacchari JCM 18455 small subunit ribosomal RNA gene, partial sequence",1
"MF049057.1 Clione limacina small subunit ribosomal RNA gene, partial sequence",1
"MF049023.1 Clio pyramidata antarctica small subunit ribosomal RNA gene, partial sequence",1
"MF113402.1 Naegleria koreanum JJ51108A small subunit ribosomal RNA gene, partial sequence",1
"KY235302.1 Blidingia dawsonii small subunit ribosomal RNA gene, partial sequence",1
"MF062152.1 Trichonympha deweyi small subunit ribosomal RNA gene, partial sequence",1
"KY852271.1 Chaetoceros dichatoensis Ch4A4 small subunit ribosomal RNA gene, partial sequence",1
"KY852264.1 Chaetoceros cinctus Ch6A2 small subunit ribosomal RNA gene, partial sequence",1
"KY852259.1 Chaetoceros radicans Ch2A2 small subunit ribosomal RNA gene, partial sequence",1
"KY852258.1 Chaetoceros costatus Na32B1 small subunit ribosomal RNA gene, partial sequence",1
"LC107609.1 Dipolydora bidentata small subunit ribosomal RNA gene, partial sequence",1
"LC107608.1 Boccardiella hamata small subunit ribosomal RNA gene, partial sequence",1
"LC019991.1 Pseudopolydora paucibranchiata small subunit ribosomal RNA gene, partial sequence",1
"LC019989.1 Pseudopolydora achaeta small subunit ribosomal RNA gene, partial sequence",1
"LC019988.1 Pseudopolydora reticulata small subunit ribosomal RNA gene, partial sequence",1
"KY476314.1 Chilodonella uncinata small subunit ribosomal RNA gene, partial sequence",1
"KY947249.1 Amphimedon compressa small subunit ribosomal RNA gene, partial sequence",1
"KY657615.1 Pisione hartmannschroederae small subunit ribosomal RNA gene, partial sequence",1
"KY657614.1 Pisione guanche small subunit ribosomal RNA gene, partial sequence",1
"KY593819.1 Bysmatrum subsalsum small subunit ribosomal RNA gene, partial sequence",1
"KX581243.1 Kentrophyllum setigerum small subunit ribosomal RNA gene, partial sequence",1
"KX581241.1 Amphileptus litonotiformis small subunit ribosomal RNA gene, partial sequence",1
"LC126975.1 Neovahlkampfia nana small subunit ribosomal RNA gene, partial sequence",1
"LC126966.1 Neovahlkampfia nana small subunit ribosomal RNA gene, partial sequence",1
"LC126957.1 Neovahlkampfia nana small subunit ribosomal RNA gene, partial sequence",1
"LC126942.1 Neovahlkampfia nana small subunit ribosomal RNA gene, partial sequence",1
"LC126936.1 Neovahlkampfia nana small subunit ribosomal RNA gene, partial sequence",1
"LC126930.1 Neovahlkampfia nana small subunit ribosomal RNA gene, partial sequence",1
"KJ567607.1 Tokophrya huangmeiensis small subunit ribosomal RNA gene, partial sequence",1
"KX467630.1 Uromunna nana small subunit ribosomal RNA gene, partial sequence",1
"KX467628.1 Heterias exul small subunit ribosomal RNA gene, partial sequence",1
"KX467626.1 Carpias stylodactylus small subunit ribosomal RNA gene, partial sequence",1
"MF077365.1 Procerovum varium HspND small subunit ribosomal RNA gene, partial sequence",1
"MF077353.1 Clonorchis sinensis NH small subunit ribosomal RNA gene, partial sequence",1
"AJ418787.2 Euglypha tuberculata Millstream small subunit ribosomal RNA gene, partial sequence",1
"KY231188.1 Holosticha muuiensis small subunit ribosomal RNA gene, partial sequence",1
"KY231187.1 Holostichides heterotypicus small subunit ribosomal RNA gene, partial sequence",1
"KT753544.1 Pseudolatirus pallidus small subunit ribosomal RNA gene, partial sequence",1
"AB569126.1 Verruconis gallopava CBS 437.64 small subunit ribosomal RNA gene, partial sequence",1
"AB564608.1 Ochroconis constricta NBRC 9375 small subunit ribosomal RNA gene, partial sequence",1
"AB564607.1 Ochroconis humicola NBRC 32054 small subunit ribosomal RNA gene, partial sequence",1
"AB559561.1 Paraechinophallus japonicus small subunit ribosomal RNA gene, partial sequence",1
"AY920755.1 Limnocnida tanganjicae small subunit ribosomal RNA gene, partial sequence",1
"AY920753.1 Olindias phosphorica small subunit ribosomal RNA gene, partial sequence",1
"AY070123.1 Xylophaga atlantica small subunit ribosomal RNA gene, partial sequence",1
"AY070122.1 Pholas dactylus small subunit ribosomal RNA gene, partial sequence",-1
"LC152763.1 Paramya recluzi small subunit ribosomal RNA gene, partial sequence",1
"AB936287.1 Chlorococcum chlorococcoides NIES-155 small subunit ribosomal RNA gene, partial sequence",1
"AB936286.1 Chlorococcum elkhartiense UTEX1772 small subunit ribosomal RNA gene, partial sequence",1
"AB936282.1 Chlorococcum costatozygotum SAG20.95 small subunit ribosomal RNA gene, partial sequence",1
"AB936280.1 Deasonia prolifera UTEX1846 small subunit ribosomal RNA gene, partial sequence",1
"AB936278.1 Actinochloris sphaerica UTEX121 small subunit ribosomal RNA gene, partial sequence",1
"KX514558.1 Subantarctia fiordensis small subunit ribosomal RNA gene, partial sequence",1
"KX514557.1 Pounamuella complexa small subunit ribosomal RNA gene, partial sequence",1
"KX514556.1 Maoriata magna small subunit ribosomal RNA gene, partial sequence",1
"KX514555.1 Ascuta parornata small subunit ribosomal RNA gene, partial sequence",1
"KY404151.1 Dicauda atherinoidi small subunit ribosomal RNA gene, partial sequence",1
"EU095624.1 Jania rubens CH1003 small subunit ribosomal RNA gene, partial sequence",1
"KY963138.1 Decastava edaphica CCAP 1265/2 small subunit ribosomal RNA gene, partial sequence",1
"KY363989.1 Helgicirrha cari small subunit ribosomal RNA gene, partial sequence",1
"KY363984.1 Cyclocanna welshi small subunit ribosomal RNA gene, partial sequence",1
"KY363983.1 Ptychogena crocea small subunit ribosomal RNA gene, partial sequence",1
"KY363982.1 Earleria quadrata small subunit ribosomal RNA gene, partial sequence",1
"KY363981.1 Melicertum octocostatum small subunit ribosomal RNA gene, partial sequence",1
"KY363970.1 Laodicea undulata small subunit ribosomal RNA gene, partial sequence",1
"KT722440.1 Symplectoscyphus exochus small subunit ribosomal RNA gene, partial sequence",1
"KT722439.1 Symplectoscyphus curvatus small subunit ribosomal RNA gene, partial sequence",1
"KT722438.1 Staurotheca antarctica small subunit ribosomal RNA gene, partial sequence",1
"KT722431.1 Sertularella sanmatiasensis small subunit ribosomal RNA gene, partial sequence",1
"KT722426.1 Schizotricha crassa small subunit ribosomal RNA gene, partial sequence",1
"KT722423.1 Plumularia margaretta small subunit ribosomal RNA gene, partial sequence",1
"KT722418.1 Oswaldella laertesi small subunit ribosomal RNA gene, partial sequence",1
"KT722417.1 Oswaldella grandis small subunit ribosomal RNA gene, partial sequence",1
"KT722414.1 Opercularella lacerata small subunit ribosomal RNA gene, partial sequence",1
"KT722410.1 Nemalecium lighti small subunit ribosomal RNA gene, partial sequence",1
"KT722406.1 Lytocarpia canepa small subunit ribosomal RNA gene, partial sequence",1
"KT722404.1 Idiellana pristis small subunit ribosomal RNA gene, partial sequence",1
"KT722399.1 Halecium halecinum small subunit ribosomal RNA gene, partial sequence",1
"KT722394.1 Eucheilota maculata small subunit ribosomal RNA gene, partial sequence",1
"KT722391.1 Dynamena crisioides small subunit ribosomal RNA gene, partial sequence",1
"KT722390.1 Dentitheca bidentata small subunit ribosomal RNA gene, partial sequence",1
"KT722387.1 Blackfordia virginica small subunit ribosomal RNA gene, partial sequence",1
