Header,Cluster,Confidence,Source
"NR_024868.1 Treponema socranskii subsp. buccale strain ATCC 35534 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_024869.1 Treponema socranskii subsp. paredis strain ATCC 35535 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_114427.1 Muribacter muris strain CCUG 16938 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_156996.1 Rodentibacter rarus strain CCUG 17206 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_114429.1 [Pasteurella] mairii strain CCUG 27189 16S ribosomal RNA, partial sequence >NR_118657.1 [Pasteurella] mairii strain CCUG 27189 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_114428.1 Necropsobacter rosorum strain CCUG 28028 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_026393.1 Facklamia hominis strain ATCC 700628 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_044904.1 Streptococcus gallolyticus strain ACM 3611 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_112031.1 Brevundimonas bacteroides strain ATCC 15254 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_119262.1 Macrococcoides caseolyticum strain ATCC 13548 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_044926.1 Macrococcus equipercicus strain H8h3 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_044927.1 Macrococcus carouselicus strain H8b16 16S ribosomal RNA, partial sequence",-1,0.0,16S
"NR_029345.1 Staphylococcus condimenti strain F-2 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_036981.1 Staphylococcus piscifermentans strain SK03 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_114407.1 Marichromatium purpuratum strain BN5500 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_114683.1 Komagataeibacter oboediens strain LTH2460 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_114684.1 Acetobacter pomorum strain LTH2458 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_041700.1 Aminobacter ciceronei strain IMB-1 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_036838.1 Algicola bacteriolytica strain E8R 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_028692.1 Sulfurospirillum barnesii SES-3 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_024855.1 Propionivibrio pelophilus strain asp 66 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_028683.1 Acidaminobacter hydrogenoformans strain glu 65 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_026450.1 Ruminobacter amylophilus strain H 18 16S ribosomal RNA, complete sequence",1,1.0,16S
"NR_112032.1 Caulobacter henricii strain ATCC 15253 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_112033.1 Caulobacter fusiformis strain ATCC 15257 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_025317.1 Aeromonas popoffii strain LMG 17541 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_024664.1 Staphylococcus arlettae strain ATCC 43957 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_027518.1 Staphylococcus carnosus strain 361 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_024665.1 Staphylococcus caprae strain ATCC 35538 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_037046.1 Staphylococcus ureilyticus strain CK27 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_027519.1 Staphylococcus capitis subsp. urealyticus strain MAW 8436 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_024666.1 Staphylococcus delphini strain ATCC 49171 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_024667.1 Staphylococcus kloosii strain ATCC 43959 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_024668.1 Staphylococcus lugdunensis strain ATCC 43809 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_112035.1 Staphylococcus piscifermentans strain ATCC 51136 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_024669.1 Staphylococcus pasteuri strain ATCC 51129 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_027521.1 Staphylococcus coagulans strain GA 211 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_024670.1 Mammaliicoccus vitulinus strain ATCC 51145 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_028696.1 Neolewinella persica strain T-3 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_114434.1 Flexithrix dorotheae strain ATCC 23163 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_025267.1 Shewanella baltica strain 63 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_028181.1 Natrialba chahannaoensis strain C112 16S ribosomal RNA, complete sequence",1,1.0,16S
"NR_026366.1 Coprothermobacter platensis strain 3R 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_044917.1 Saccharopolyspora erythraea strain AS 4.198 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_044922.1 Paracoccus marcusii strain MH1 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_028885.1 Lamprocystis purpurea strain ThSch 12 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_025315.1 Chromatium okenii strain DSM 169 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_024662.1 Pseudomonas plecoglossicida strain FPC951 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_024879.1 Mesorhizobium amorphae strain ACCC 19665 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_024880.1 Mesorhizobium tianshanense strain A-1BS 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_029342.1 Carnimonas nigrificans strain CTCBS 1 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_026423.1 Desulfocapsa sulfexigens DSM 10523 strain SB164P1 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_027228.1 Helcococcus ovis strain s840-96-2 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_024882.1 Burkholderia ambifaria strain AMMD 16S ribosomal RNA gene, partial sequence",1,1.0,16S
"NR_028251.1 Thermococcus guaymasensis strain TYS 16S ribosomal RNA, partial sequence",-1,0.0,16S
"NR_044915.1 Thermococcus aggregans strain DSM 10597 16S ribosomal RNA, partial sequence",-1,0.0,16S
"NR_025271.1 Alcanivorax jadensis T9 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_119193.1 Mycobacterium paraffinicum strain ATCC 12670 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_119192.1 Mycolicibacillus trivialis strain ATCC 23292 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_026367.1 Thermonema rossianum strain NR-27 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_026348.1 Desulforamulus aeronauticus strain DSM 10349 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_026350.1 Desulfonatronovibrio hydrogenovorans strain Z-7935 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_119232.1 Pseudodesulfovibrio halophilus strain DSM 5663 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_036967.1 Desulfohalobium retbaense strain HR100 16S ribosomal RNA gene, partial sequence",1,1.0,16S
"NR_026351.1 Desulfocurvibacter africanus subsp. africanus DSM 2603 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_026336.1 Clostridium vincentii strain DSM 10228 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_026365.1 Janthinobacterium lividum strain DSM 1522 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_114430.1 Nostoc punctiforme strain PCC73102 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_119258.1 Desulfonatronum lacustre DSM 10312 strain Z-7951 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_041962.1 Aeromonas encheleia strain A 1881 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_026063.1 Methylocaldum gracile strain VKM 14L 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_026064.1 Methylocaldum szegediense strain OR2 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_026062.1 Methylocaldum tepidum strain LK6 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_025269.1 Nevskia ramosa strain Soe1 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_026437.1 Microbacterium resistens strain DMMZ 1710 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_119260.1 Microbacterium keratanolyticum strain DSM 8606 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_037047.1 Colwellia psychrerythraea strain ATCC 27364 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_114437.1 Sulfobacillus acidophilus DSM 10332 strain NAL 16S ribosomal RNA, partial sequence",1,0.7360732076519666,16S
"NR_114406.1 Cyanobium gracile PCC 6307 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_026039.1 Brucella intermedia LMG 3301 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_028183.1 Ferroplasma acidiphilum strain Y 16S ribosomal RNA, partial sequence",1,0.9880725635201169,16S
"NR_119204.1 Azospirillum largimobile strain ACM 2041 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_044876.1 Skermanella parooensis strain ACM 2042 16S ribosomal RNA, partial sequence",1,0.890504809477332,16S
"NR_040789.1 Enterococcus faecalis strain JCM 5803 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_112039.1 Enterococcus faecium strain JCM 5804 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_026458.1 Thermoanaerobacter sulfurophilus strain L-64 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_028702.1 Billgrantia campisalis strain 4A 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_114424.1 Hydrogenophaga palleronii strain DSM 63 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_024900.1 Desulforamulus putei strain SMCC W459 16S ribosomal RNA, partial sequence",1,0.7784607215407832,16S
"NR_026462.1 Paraburkholderia caribensis strain MWAP64 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_026404.1 Apilactobacillus kunkeei strain YH-15 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_119252.1 Staphylococcus caprae strain DSM 20608 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_115642.1 Pseudomonas fluorescens strain M. Rhodes 28/5 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_024676.1 Micropruina glycogenica strain Lg2 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_119267.1 Caballeronia glathei strain ATCC 29195 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_044801.1 Methanobrevibacter filiformis strain RFM-3 16S ribosomal RNA, partial sequence",1,0.778301855471282,16S
"NR_024901.1 Pseudomonas libanensis strain CIP 105460 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_041944.1 Natrinema pallidum strain NCIMB 777 16S ribosomal RNA, complete sequence",1,1.0,16S
"NR_041943.1 Natrinema pellirubrum DSM 15624 strain NCIMB 786 16S ribosomal RNA, complete sequence",1,1.0,16S
"NR_025280.1 Castellaniella defragrans strain 54Pin 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_114447.1 Mycolicibacterium peregrinum strain ATCC 14467 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_026432.1 Ammoniphilus oxalaticus strain RAOx1 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_026433.1 Ammoniphilus oxalivorans strain RAOx-FS 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_026465.1 Balneatrix alpica strain 4-87 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_025270.1 Desulfurobacterium thermolithotrophum strain BSA 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_036979.1 Oxalophagus oxalicus strain Alt Ox1 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_026440.1 Sporotomaculum hydroxybenzoicum strain BT 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_042896.1 Mucispirillum schaedleri strain HRI I17 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_026075.1 Anaerobiospirillum succiniciproducens strain S411 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_024870.1 Methanocalculus halotolerans strain SEBR 4845 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_114435.1 Staphylococcus pasteuri strain ATCC 51129 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_026179.1 Clostridium acetireducens strain 30A 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_044930.1 Lonepinella koalarum strain ACM 3666 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_026426.1 Mesorhizobium plurifarium strain LMG 11892 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_025281.1 Hoylesella enoeca strain ATCC 51261 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_114689.1 Eubacterium minutum ATCC 700079 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_112040.1 Erythrobacter litoralis strain DSM 8509 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_112041.1 Erythrobacter ramosus strain DSM 8510 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_025283.1 Thauera linaloolentis strain 47Lol 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_025284.1 Thauera terpenica strain 58Eu 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_024672.1 Thermaerobacter marianensis DSM 12885 strain 7p75a 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_024677.1 Mycetocola tolaasinivorans strain CM-05 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_024678.1 Mycetocola saprophilus strain CM-01 16S ribosomal RNA, partial sequence >NR_115026.1 Mycetocola saprophilus strain DSM 15178 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_024679.1 Mycetocola lacteus strain CM-10 16S ribosomal RNA, partial sequence >NR_115027.1 Mycetocola lacteus strain DSM 15177 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_028864.1 Thiocapsa rosea strain 6611 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_025288.1 Lamprocystis roseopersicina strain DSM 229 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_114886.1 Candidatus Thiodictyon syntrophicum str. Cad16 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_114441.1 Pseudonocardia yunnanensis strain CCTCC M90959 16S ribosomal RNA, partial sequence",1,0.8053641242584556,16S
"NR_114442.1 Pseudonocardia aurantiaca strain CCTCC AA97002 16S ribosomal RNA, partial sequence",1,0.8193004214075083,16S
"NR_114443.1 Pseudonocardia alaniniphila strain CCTCC AA97001 16S ribosomal RNA, partial sequence",1,0.9851613295150328,16S
"NR_114444.1 Pseudonocardia xinjiangensis strain CCTCC AA97020 16S ribosomal RNA, partial sequence",1,0.8099001704453164,16S
"NR_036813.1 Roseateles depolymerans strain 61A 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_111995.1 Roseateles depolymerans strain 61A 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_024910.1 Pseudomonas monteilii strain CIP 104883 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_024911.1 Pseudomonas rhodesiae strain CIP 104664 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_028706.1 Pseudomonas veronii strain CIP 104663 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_112029.1 Oxalicibacterium solurbis strain MY14 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_112030.1 Stenotrophomonas maltophilia strain ATCC 13637 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_036968.1 Xanthomonas translucens strain XT 2 16S ribosomal RNA gene, partial sequence",1,1.0,16S
"NR_026168.1 Cetobacterium ceti strain M-3333 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_044868.1 Sulfurospirillum multivorans DSM 12446 strain K 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_029274.1 Jonesia denitrificans strain 55134 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_024843.1 Methylopila capsulata strain IM1 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_119095.1 Cellulosimicrobium cellulans strain DSM 43879 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_026176.1 Actinotalea fermentans ATCC 43279 = JCM 9966 = DSM 3133 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_119096.1 Cellulomonas cellasea DSM 20118 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_119097.1 Cellulomonas fimi ATCC 484 strain DSM 20113 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_037026.1 Cellulomonas gelida strain NRS-126 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_119098.1 Cellulomonas biazotea strain DSM 20112 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_037027.1 Cellulomonas flavigena strain NRS-134 16S ribosomal RNA gene, partial sequence",1,1.0,16S
"NR_029279.1 Oerskovia turbata strain 27 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_028685.1 Citrobacter rodentium strain DO 14784 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_028686.1 Citrobacter sedlakii strain I-75 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_041697.1 Citrobacter gillenii strain CDC 4693-86 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_028687.1 Citrobacter braakii strain 167 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_028688.1 Citrobacter murliniae strain CDC 2970-59 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_024861.1 Citrobacter farmeri strain CDC 2991-81 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_024862.1 Citrobacter werkmanii strain CDC 0876-58 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_024894.1 Neptunomonas naphthovorans strain NAG-2N-126 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_119350.1 Xenorhabdus japonica strain SK-1T 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_148824.1 Borreliella californiensis strain CA446 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_158115.1 Borreliella lanei strain CA28-91 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_119259.1 Desemzia incerta strain DSM 20581 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_114707.1 Borreliella bissettiae DN127 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_029337.1 Enterococcus asini strain AS2 16S ribosomal RNA, partial sequence",1,0.7367970797655946,16S
"NR_044786.1 Methanobrevibacter smithii ATCC 35061 strain PS 16S ribosomal RNA, complete sequence",1,0.9211262437991069,16S
"NR_036860.1 Caldalkalibacillus horti strain K13 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_024635.1 Colwellia maris strain ABE-1 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_029151.1 Caldibacillus thermoamylovorans strain DKP 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_040778.1 Haloterrigena turkmenica DSM 5511 strain VKM B-1734 16S ribosomal RNA, complete sequence",1,1.0,16S
"NR_044793.1 Annwoodia aquaesulis strain ATCC 43788 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_026015.1 Guyparkeria halophila strain DSM 6132 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_114679.1 Dactylococcopsis salina PCC 8305 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_114680.1 Lyngbya aestuarii PCC 7419 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_041947.1 Paracidovorax anthurii 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_118872.1 Burkholderia vietnamiensis strain TVV75 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_029210.1 Burkholderia pyrrocinia strain 2327 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_029211.1 Burkholderia glumae strain P 1-22-1 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_029212.1 Paraburkholderia phenazinium strain A 1 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_028674.1 Paenibacillus edaphicus strain T7 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_028675.1 Paenibacillus mucilaginosus strain 1480D 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_024877.1 Tessaracoccus bendigoensis strain Ben106 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_024883.1 Kluyvera georgiana strain ATCC 51603 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_119276.1 Klebsiella pneumoniae subsp. ozaenae strain ATCC 11296 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_119277.1 Klebsiella oxytoca strain ATCC 13182 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_119278.1 Klebsiella pneumoniae strain ATCC 13883 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_037084.1 Klebsiella pneumoniae subsp. rhinoscleromatis strain R-70 16S ribosomal RNA gene, partial sequence",1,1.0,16S
"NR_119279.1 Raoultella planticola ATCC 33531 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_037085.1 Raoultella terrigena strain 84 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_114705.1 Brenneria alni strain ICMP 12481 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_114706.1 Lonsdalea quercina strain LMG 2724 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_025316.1 Pectobacterium odoriferum strain LMG 17566 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_114704.1 Pectobacterium wasabiae strain SR91 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_037102.1 Pectobacterium cacticida strain 1-12 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_027609.1 Phaeobacter gallaeciensis strain BS107 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_026037.1 Mycoplasma yeatsii strain GIH 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_026479.1 Malonomonas rubra strain GraMal1 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_118780.1 [Eubacterium] infirmum strain W 1471 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_024927.1 Pseudomonas migulae strain CIP 105470 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_024928.1 Pseudomonas gessardii strain CIP 105469 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_036918.1 Streptococcus suis strain S735 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_024849.1 Corynebacterium thomssenii strain DSM 44276 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_025872.1 Spirilliplanes yamanashiensis strain YU 127-1 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_114456.1 Paenibacillus popilliae ATCC 14706 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_114457.1 Paenibacillus lentimorbus strain ATCC 14707 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_119147.1 Pseudoalteromonas piscicida strain ATCC 15057 16S ribosomal RNA, partial sequence",-1,0.0,16S
"NR_024931.1 Bacillus spizizenii strain NRRL B-23049 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_024933.1 Desulfosporosinus meridiei strain S10 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_029326.1 Corynebacterium camporealensis strain CRS-51 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_026379.1 Corynebacterium phocae strain M408/89/1 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_119240.1 Pseudonocardia alni strain DSM 44104 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_029323.1 Pseudonocardia asaccharolytica strain 580 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_119239.1 Pseudonocardia halophobica strain DSM 43089 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_029324.1 Pseudonocardia sulfidoxydans strain 592 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_024663.1 Hydrogenophilus thermoluteolus strain TH-1 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_026459.1 Desulfurella kamchatkensis strain K-119 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_026460.1 Desulfurella propionica strain U-8 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_026461.1 Desulfurella multipotens strain RH-8 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_037049.1 Bifidobacterium thermacidophilum strain Dong 36 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_114440.1 Mycolicibacterium farcinogenes strain ATCC 35753 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_044762.1 Anaplasma phagocytophilum strain Webster 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_024903.1 Mycolicibacterium tusciae strain FI-25796 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_026463.1 Allorhizobium undicola strain ORS 992 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_115625.1 Actinomadura viridis strain IFO 15238 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_115626.1 Actinomadura madurae strain IFO 14623 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_115627.1 Streptosporangium album strain IFO 13900 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_115630.1 Pseudonocardia yunnanensis strain IFO 15681 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_115631.1 Actinocorallia herbida strain IFO 15485 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_115632.1 Actinoplanes philippinensis strain IFO 13878 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_115633.1 Actinosynnema mirum strain IFO 14064 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_115634.1 Catenuloplanes japonicus JCM 9106 strain IFO 14176 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_115635.1 Catellatospora citrea strain IFO 14495 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_115636.1 Dactylosporangium aurantiacum strain IFO 12592 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_115637.1 Dactylosporangium thailandense strain IFO 12593 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_036910.1 Glycomyces tenuis strain INA n-5888 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_037138.1 Glycomyces harbinensis strain LL-D05139 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_115638.1 Glycomyces rutgersensis strain IFO 14488 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_025884.1 Herbidospora cretacea strain K-319 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_115639.1 Intrasporangium calvum DSM 43043 strain IFO 12989 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_037139.1 Luteococcus japonicus strain OUT 8086 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_115640.1 Microtetraspora glauca strain IFO 14761 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_037140.1 Nonomuraea pusilla strain A-118 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_115641.1 Nocardiopsis dassonvillei strain IFO 14626 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_043428.1 Planobispora longispora strain IFO 13918 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_043429.1 Planomonospora parontospora strain IFO 13880 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_036831.1 Planotetraspora mira strain SIIA9201 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_043430.1 Streptoalloteichus hindustanus strain IFO 15115 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_115645.1 Amycolatopsis orientalis strain IFO 12806 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_036768.1 Microbispora rosea strain IFO 14044 16S ribosomal RNA, partial sequence",1,1.0,16S
"NR_115647.1 Dactylosporangium vinaceum strain IFO 14181 16S ribosomal RNA, partial sequence",1,1.0,16S
