Header,Source,Cluster,Confidence
"NR_025312.1 Aquamicrobium lusatiense strain S1 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025361.1 Pseudoglutamicibacter albus strain CF-43 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025362.1 Arthrobacter luteolus strain CF-25 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_119280.1 Enterococcus casseliflavus strain NCIMB 11449 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_026499.1 Enterococcus raffinosus strain 1789-79 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_119290.1 Enterococcus sulfureus strain NCIMB 13117 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_119291.1 Enterococcus cecorum strain NCDO 2674 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_119292.1 Enterococcus saccharolyticus subsp. saccharolyticus strain NCDO 2594 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_119293.1 Enterococcus dispar strain NCIMB 13000 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_114726.1 Streptococcus mutans strain NCTC 10449 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_114727.1 Streptococcus sobrinus strain NCTC 12279 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_114728.1 Clostridium tertium strain ATCC 14573 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_024967.1 Sporobacterium olearium strain SR1 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_041767.1 Chloroherpeton thalassium strain GB-78 16S ribosomal RNA, partial sequence",16S,1,0.9792429913550973
"NR_024716.1 Agromyces luteolus strain IFO 16235 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_028610.1 Agromyces rhizosphaerae strain 14 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_024717.1 Agromyces bracchium strain IFO 16238 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_036843.1 Promicromonospora sukumoe strain SK-2049 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_024722.1 Nocardia vinacea strain MK703-102F1 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_114723.1 Halomonas salina strain ATCC 49509 16S ribosomal RNA, partial sequence >NR_114724.1 Halomonas salina strain DSM 5928 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025286.1 Cellulophaga baltica strain NN015840 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025287.1 Cellulophaga fucicola strain NN015860 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025279.1 Caldicellulosiruptor acetigenus strain 177R1B 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_026347.1 Clostridium isatidis strain WV6 16S ribosomal RNA gene, partial sequence",16S,1,0.6965211450296717
"NR_026482.1 Ruoffia tabacinasalis strain GF112B 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_119289.1 Hippea maritima strain MH2 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_028886.1 Paenibacillus graminis strain RSA19 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_028887.1 Paenibacillus odorifer strain TOD45 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_028868.1 Succinispira mobilis strain 19gly1 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_026473.1 Thauera mechernichensis strain TL1 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_026474.1 Thauera selenatis strain AX39 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_119294.1 Acidiphilium cryptum strain DSM 2389 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_026480.1 Desulfolutivibrio sulfodismutans strain ThAcO1 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_028174.1 Methanomethylovorans hollandica DSM 15978 strain DMS1 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_037099.1 Caulobacter vibrioides strain CB51 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_041955.1 Roseospirillum parvum strain 930I 16S ribosomal RNA, partial sequence",16S,1,0.8641817192306038
"NR_028721.1 Heliorestis daurensis strain BT-H1 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025031.1 Aequorivita sublithincola DSM 14238 strain QSSC9-3 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_026467.1 Vagococcus lutrae strain m1134/97/1 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_112044.1 Atopobium fossor strain JCM 9981 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_024735.1 Phycicoccus elongatus Lp2 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025038.1 Desulfovibrio inopinatus strain HHQ 20 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_114510.1 Stanieria cyanosphaera PCC 7437 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_114511.1 Oscillatoria sancta PCC 7515 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_114499.1 Vibrio aerogenes strain FG1 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_114467.1 Thermoactinomyces vulgaris strain ATCC 43649 16S ribosomal RNA, partial sequence",16S,1,0.938367216561613
"NR_024723.1 Streptomyces noursei strain IMC S-0802 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_024724.1 Streptomyces kasugaensis strain M338-M1 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_024726.1 Thermosipho japonicus strain IHB1 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_040826.1 Novosphingobium aromaticivorans strain IFO 16085 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_040827.1 Novosphingobium subterraneum strain IFO 16086 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_041993.1 Pseudonocardia tetrahydrofuranoxydans strain K1 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025036.1 Streptococcus didelphis strain W94-11374-1 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_028728.1 Roseovarius nubinhibens strain ISM 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_114696.1 Anaerovibrio lipolyticus DSM 3074 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025297.1 Anaerosinus glycerini strain DSM 5192 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025298.1 Anaeroarcus burkinensis strain DSM 6283 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_041951.1 Acetonema longum DSM 6540 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_041949.1 Dendrosporobacter quercicolus strain DSM 1736 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_041950.1 Centipeda periodontii DSM 2778 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_024963.1 Actinokineospora globicatena strain NRRL B-24048 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_041732.1 Actinokineospora inagensis strain NRRL B-24050 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_028737.1 Actinosynnema pretiosum strain C-15003 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_041733.1 Kutzneria kofuensis strain NRRL B-24061 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_041734.1 Actinokineospora riparia strain NRRL B-16432 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_041735.1 Saccharothrix australiensis strain NRRL 11239 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_028738.1 Lentzea aerocolonigenes strain NRRL B-3298 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_041736.1 Saccharothrix coeruleofusca strain NRRL B-16115 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_024964.1 Crossiella cryophila strain NRRL B-16238 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_024965.1 Saccharothrix espanaensis strain NRRL 15764 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_041737.1 Lentzea flava strain NRRL B-16131 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_041738.1 Saccharothrix longispora strain NRRL B-16116 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_041739.1 Saccharothrix syringae strain NRRL B-16468 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_114495.1 Lentzea waywayandensis strain NRRL B-16159 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_024966.1 Saccharothrix texasensis strain NRRL B-16134 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_114538.1 Veillonella ratti strain ATCC 17746 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025046.1 Veillonella criceti strain ATCC 17747 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025368.1 Microbacterium foliorum strain P 333/02 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_024727.1 Sporichthya polymorpha DSM 43042 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_024729.1 Hydrogenobacter subterraneus strain HGP1 16S ribosomal RNA, partial sequence",16S,1,0.9400726314373262
"NR_025043.1 Riemerella columbina DSM 16469 strain LMG 11607 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_040833.1 Erythrobacter neustonensis strain DSM 9434 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_040834.1 Erythrobacter tepidarius strain DSM 10594 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_114459.1 Streptacidiphilus neutrinimicus strain JL 206 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_024929.1 Streptacidiphilus carbonis strain JL 415 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_024930.1 Streptacidiphilus albus strain JL 83 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_042800.1 Tsukamurella pseudospumae strain N1176 16S ribosomal RNA, partial sequence >NR_041762.1 Tsukamurella pseudospumae strain SCNU5 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_024947.1 Desulfofalx alkaliphila strain S1 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_028907.1 Marinitoga camini strain MV1075 16S ribosomal RNA, partial sequence",16S,1,0.9577708937094118
"NR_025039.1 Methylosarcina fibrata strain AML-C10 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025040.1 Methylosarcina quisquiliarum strain AML-D4 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_024955.1 Caloramator coolhaasii strain Z 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_114521.1 Streptomyces avermitilis strain NCIMB 12804 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_028184.1 Methanimicrococcus blatticola strain PA 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_028766.1 Cupriavidus necator strain N-1 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_114539.1 Ensifer adhaerens strain ATCC 33212 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_041779.1 Xylella fastidiosa strain PCE-FF 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025365.1 Corynebacterium auriscanis strain CCUG 39938 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_041994.1 Bosea thiooxidans strain DSM 9653 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025374.1 Methylobacterium fujisawaense strain DSM 5686 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025355.1 Thermicanus aegyptius strain ET-5b 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_028890.1 Opitutus terrae PB90-1 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_028743.1 Thermoanaerobacter siderophilus strain SR4 16S ribosomal RNA, partial sequence",16S,1,0.9089708059870236
"NR_040836.1 Anaerovibrio lipolyticus DSM 3074 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_026485.1 Brevibacterium avium strain NCIMB 703055 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_026469.1 Gemelliphila palaticanis strain M663-98-1 16S ribosomal RNA, partial sequence",16S,1,0.9719671268804416
"NR_026481.1 Eremococcus coleocola strain M1832/95/2 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_026488.1 Gordonia alkanivorans strain HKI 0136 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025307.1 Dolosicoccus paucivorans strain 2992-95 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_041995.1 Thermoanaerobacter italicus strain AM9 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_029349.1 Fannyhessea vaginae strain 961*00022/98 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_041982.1 Actinomyces bowdenii strain M1327/96/l 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025377.1 Campylobacter hominis strain CH001A 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_026497.1 Desulfonispora thiosulfatigenes strain GKNTAUT 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_028869.1 Photorhabdus akhurstii strain FRG04 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_028870.1 Photorhabdus laumondii subsp. laumondii strain TT01 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_026483.1 Ornithinicoccus hortensis strain HKI 0125 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_026364.1 Janthinobacterium agaricidamnosum strain W1r3 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_028871.1 Photorhabdus temperata strain XINach 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_114501.1 Thiothrix defluvii strain ben57 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_027613.1 Beutenbergia cavernae strain HKI 0122 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_028909.1 Gluconacetobacter entanii strain LTH4560 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_028677.1 Kluyvera ascorbata ATCC 33433 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_041696.1 Salmonella enterica subsp. arizonae strain ATCC 13314 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_024848.1 Providencia stuartii strain ATCC 29914 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_114419.1 Proteus mirabilis strain ATCC 29906 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_041718.1 Kineosporia aurantiaca strain 14067 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_024646.1 Sporichthya brevicatena strain YU 720-21 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_112051.1 [Clostridium] scindens strain JCM 6567 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_040838.1 Porphyromonas gingivalis ATCC 33277 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_040839.1 Tannerella forsythia strain ATCC 43037 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_112014.1 Sphaerimonospora mesophila NBRC 14179 = JCM 3151 strain IFO 14179 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_112015.1 Thermobifida fusca strain IFO 14071 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_112016.1 Actinomadura formosensis strain IFO 14204 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_024957.1 Nocardiopsis tropica strain VKM Ac-1457 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_024958.1 Nocardiopsis trehalosi strain VKM Ac-942 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_028612.1 Acrocarpospora macrocephala strain IFO 16266 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_041996.1 Brevibacterium casei strain DSM 20657 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_114737.1 Klebsiella aerogenes strain NCTC10006 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_028912.1 Enterobacter cloacae strain 279-56 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_114736.1 Raoultella ornithinolytica strain JCM6096 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_114735.1 Pantoea agglomerans strain NCTC9381 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_041769.1 Bordetella avium strain ATCC 35086 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_027537.1 Bordetella hinzii LMG 13501 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_040840.1 Pelotomaculum thermopropionicum SI 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_026447.1 Falseniella ignava strain ATCC 700631 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025359.1 Phocoenobacter skyensis strain 95A1 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_041780.1 Streptococcus hyointestinalis strain ATCC 49169 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_041781.1 Streptococcus alactolyticus strain ATCC 43077 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_041784.1 Leeuwenhoekiella marinoflava strain LMG 1345 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_041772.1 Neomegalonema perideroedes DSM 15528 strain Gr1 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_024993.1 [Clostridium] fimetarium strain Z-2189 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_041746.1 Clostridium algidicarnis strain NCFB 2931 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_024995.1 Clostridium putrefaciens strain DSM 1291 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_029207.1 Megasphaera elsdenii strain LC 1 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_024920.1 Nitrobacter alkalicus strain AN1 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_114436.1 Pseudoalteromonas distincta strain KMM 638 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_044655.1 Thiothrix unzii strain A1 16S ribosomal RNA, partial sequence",16S,-1,0.0
"NR_040829.1 Aeromonas salmonicida subsp. masoucida strain JCM 7873 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_036879.1 Companilactobacillus paralimentarius strain TB 1 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_040809.1 Weissella minor strain NRIC 1625 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_112087.1 Weissella kandleri strain NRIC 1628 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_040810.1 Oenococcus oeni strain JCM 6125 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_040811.1 Leuconostoc carnosum strain NRIC 1722 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_040812.1 Weissella halotolerans strain NRIC 1627 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_040813.1 Weissella viridescens strain NRIC 1536 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_040814.1 Leuconostoc pseudomesenteroides strain NRIC 1777 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_104568.1 Weissella paramesenteroides strain NRIC 1542 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_040816.1 Weissella confusa strain JCM 1093 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_112094.1 Pyrobaculum oguniense TE7 16S ribosomal RNA, partial sequence >NR_040935.3 Pyrobaculum oguniense TE7 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_041999.1 Pseudonocardia yunnanensis strain IMSNU 22019 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_041990.1 Dermatophilus congolensis strain DSM 44180 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_028904.1 Austwickia chelonae strain W16 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_042000.1 Pseudonocardia alni strain IMSNU 20049 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_042001.1 Pseudonocardia autotrophica strain IMSNU 20050 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_042002.1 Pseudonocardia compacta strain IMSNU 20111 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_042003.1 Pseudonocardia hydrocarbonoxydans strain IMSNU 22140 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_042004.1 Pseudonocardia halophobica strain IMSNU 21327 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_042005.1 Pseudonocardia petroleophila strain IMSNU 22072 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_042006.1 Pseudonocardia saturnea strain IMSNU 20052 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025383.1 Amycolatopsis albidoflavus strain IMSNU 22139 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025384.1 Pseudonocardia kongjuensis strain LM 157 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025363.1 Sphingomonas pituitosa strain EDIV 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025382.1 Ignatzschineria larvae DSM 13226 strain L1/68 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_026247.1 Treponema lecithinolyticum strain OMZ 684 16S ribosomal RNA, partial sequence >NR_114699.1 Treponema lecithinolyticum strain PFB4G 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_041987.1 Thermococcus sibiricus strain MM 739 16S ribosomal RNA, partial sequence",16S,1,0.720342520928177
"NR_028739.1 Leifsonia poae strain VKM Ac-1401 16S ribosomal RNA, partial sequence >NR_115031.1 Leifsonia poae strain DSM 15202 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_114529.1 Actinomadura fibrosa strain ATCC 49459 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_114530.1 Actinomadura hibisca strain JCM9627 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_114531.1 Actinomadura livida strain JCM3387 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_114532.1 Actinocorallia longicatena strain JCM9377 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025021.1 Actinomadura oligospora strain ATCC 43269 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_114533.1 Actinomadura pelletieri strain JCM3388 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025022.1 Actinoallomurus spadix strain JCM 3146 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_114534.1 Thermomonospora umbrina strain JCM6837 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025023.1 Actinomadura yumaensis strain JCM3369 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_041766.1 Spirillospora rubra strain JCM 6875 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_027187.1 Psychrobacter pacificensis strain NIBH P2K6 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_024749.1 Clostridium haemolyticum strain ATCC 9650 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_042093.1 Carnobacterium gallinarum strain DSM 4847 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_024733.1 Coprobacillus cateniformis JCM 10604 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025415.1 Sporomusa acidovorans strain DSM 3132 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025416.1 Sporomusa malonica strain DSM 5090 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_028927.1 Sporomusa ovata strain H 1 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025417.1 Sporomusa sphaeroides DSM 2875 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025418.1 Propionispora vibrioides strain FKBS1 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_112091.1 Thermotoga petrophila RKU-1 16S ribosomal RNA, partial sequence",16S,1,0.9222857262207832
"NR_025026.1 Desulfallas sapomandens strain DSM 3223 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_028916.1 Ignicoccus pacificus DSM 13166 strain LPC33 16S ribosomal RNA, partial sequence",16S,1,0.9262270391850038
"NR_042009.1 Paenibacillus jamilae strain CECT 5266 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025388.1 Pediococcus inopinatus strain DSM 20285 16S ribosomal RNA, partial sequence",16S,1,0.7662402877949128
"NR_041948.1 Edaphosphingomonas fennica strain K101 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_028917.1 Streptomyces melanosporofaciens strain NRRL B-12234 16S ribosomal RNA, partial sequence >NR_114819.1 Streptomyces melanosporofaciens strain NRRL B-12234 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_027191.1 Mogibacterium diversum strain HM-7 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_027203.1 Mogibacterium neglectum strain P9a-h 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_114813.1 Streptomyces hygroscopicus strain NRRL 2387 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_042094.1 Streptomyces albiflaviniger strain NRRL B-1356 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_042095.1 Streptomyces murinus strain NRRL 2834 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_042096.1 Streptomyces phaeoluteichromatogenes strain NRRL B-5799 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_042097.1 Streptomyces phaeoluteigriseus strain ISP 5182 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_042098.1 Streptomyces auratus strain NRRL 8097 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_114812.1 Streptomyces sparsogenes strain NRRL 2940 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_042099.1 Streptomyces griseiniger strain NRRL B-1865 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_114814.1 Streptomyces violaceusniger strain NRRL B-1476 16S ribosomal RNA, partial sequence >NR_114815.1 Streptomyces violaceusniger strain ISP 5563 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_114816.1 Streptomyces javensis strain C4R3 (S3) 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_114817.1 Streptomyces asiaticus strain A14P1 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_028957.1 Streptomyces rhizosphaericus strain D13P3 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_028958.1 Streptomyces javensis strain B22P3 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_114818.1 Streptomyces rhizosphaericus strain A10P1 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_041778.1 Desulfovibrio piger strain ATCC 29098 16S ribosomal RNA, partial sequence",16S,-1,0.0
"NR_104990.1 Desulfovibrio desulfuricans strain Essex 6 16S ribosomal RNA, partial sequence",16S,-1,0.0
"NR_026511.1 Frigoribacterium faeni strain 801 16S ribosomal RNA, partial sequence >NR_115033.1 Frigoribacterium faeni strain DSM 10309 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_026508.1 Modestobacter multiseptatus strain AA826 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_026502.1 Thermus antranikianii strain HN3-7 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_026501.1 Thermus igniterrae strain RF-4 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_026503.1 Thermus oshimai strain SPS-17 16S ribosomal RNA, partial sequence",16S,1,0.9197972342383823
"NR_112089.1 [Clostridium] hylemonae DSM 15053 strain TN-271 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_024719.1 [Clostridium] hylemonae strain TN-272 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_029346.1 Sulfitobacter brevis strain Ekho Lake-162 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_029347.1 Sulfitobacter guttiformis strain Ekho Lake-38 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025347.1 Arcanobacterium haemolyticum DSM 20595 strain CIP 103370 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_041983.1 Schaalia odontolytica strain CCUG 20536 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_041984.1 Actinomyces slackii strain CCUG 32792 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_114718.1 Actinomyces slackii strain CCUG 32792 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_040842.1 Moritella marina ATCC 15381 16S ribosomal RNA, partial sequence",16S,1,1.0
